name,aliases,titles,born,died,gender,culture,father,mother,books,Books Apperences
Mollos,['Has no known aliases'],['Archmaester'],,,Male,,,,['https://www.anapioficeandfire.com/api/books/5'],1
Moonshadow,['The Moonshadow'],['Has no title'],,,Female,,,,['https://www.anapioficeandfire.com/api/books/5'],1
Timoth,['Has no known aliases'],['Has no title'],,,Male,,,,['https://www.anapioficeandfire.com/api/books/5'],1
Marghaz zo Loraq,['Has no known aliases'],['Has no title'],At Meereen,,Male,Ghiscari,,,['https://www.anapioficeandfire.com/api/books/8'],1
Myles,['Has no known aliases'],['Has no title'],,"In 299 AC, at Riverrun",Male,,,,['https://www.anapioficeandfire.com/api/books/2'],1
Norren,['Has no known aliases'],['Archmaester'],,,Male,,,,['https://www.anapioficeandfire.com/api/books/5'],1
Maslyn,['Has no known aliases'],['Has no title'],,"In 299 AC, at Fist of the First Men",Male,,,,['https://www.anapioficeandfire.com/api/books/3'],1
Jeyne Royce,['Has no known aliases'],['Has no title'],,,Female,,,,['https://www.anapioficeandfire.com/api/books/1'],1
Matrice,['Has no known aliases'],['Has no title'],,,Female,,,,['https://www.anapioficeandfire.com/api/books/2'],1
Tuffleberry,['Has no known aliases'],['Has no title'],,,Male,,,,['https://www.anapioficeandfire.com/api/books/2'],1
Maris,['Black Maris'],['Has no title'],,,Female,Free folk,,,['https://www.anapioficeandfire.com/api/books/8'],1
Tristimun,['Has no known aliases'],['Ser'],,,Male,,,,['https://www.anapioficeandfire.com/api/books/3'],1
Maris the Maid,['The Most Fair'],['Queen'],,,Female,,,,['https://www.anapioficeandfire.com/api/books/11'],1
Marq Grafton,['Has no known aliases'],['Has no title'],,"In 282 AC, at Gulltown",Male,,,,['https://www.anapioficeandfire.com/api/books/8'],1
Tregar,['Has no known aliases'],['Has no title'],,"In 298 AC, at King's Landing",Male,,,,['https://www.anapioficeandfire.com/api/books/1'],1
Tothmure,['Has no known aliases'],['Maester'],,"In 299 AC, at Harrenhal",Male,,,,['https://www.anapioficeandfire.com/api/books/2'],1
Torghen Flint,['Has no known aliases'],"['The Flint', 'Old Flint Lord Flint']",,,Male,Northern mountain clans,,,['https://www.anapioficeandfire.com/api/books/8'],1
Meg,['Swampy Meg'],['Has no title'],,,Female,,,,['https://www.anapioficeandfire.com/api/books/5'],1
Mathos Mallarawan,['Has no known aliases'],['Has no title'],,,Male,Qartheen,,,['https://www.anapioficeandfire.com/api/books/2'],1
Steeelskin,['Has no known aliases'],['Has no title'],,,Male,Ghiscari,,,['https://www.anapioficeandfire.com/api/books/8'],1
Tommard Heddle,['Black Tom Heddle'],['Ser'],,"In 211 AC, at Whitewalls",Male,,,,['https://www.anapioficeandfire.com/api/books/7'],1
Stalwart Shield,['Has no known aliases'],['Has no title'],,"In 300 AC, at Meereen",Male,,,,['https://www.anapioficeandfire.com/api/books/8'],1
Matt,['Little Matt'],['Has no title'],,At the Riverlands,Male,,,,['https://www.anapioficeandfire.com/api/books/3'],1
TomToo,['Has no known aliases'],['Has no title'],,,Male,Northmen,,,['https://www.anapioficeandfire.com/api/books/2'],1
Mazdhan zo Loraq,['The Magnificent'],['Has no title'],,,Male,Ghiscari,,,['https://www.anapioficeandfire.com/api/books/8'],1
Mebble,['Pinkeye'],['Has no title'],,,Male,,,,['https://www.anapioficeandfire.com/api/books/2'],1
Todric,['Has no known aliases'],['Has no title'],,"In 299 AC, at the Stony Shore",Male,,,,['https://www.anapioficeandfire.com/api/books/2'],1
Teora Kyndall,['Has no known aliases'],['Lady of Casterly Rock'],,In 212 AC,Female,,,,['https://www.anapioficeandfire.com/api/books/11'],1
Moredo Prestayn,['Has no known aliases'],['Tradesman-Captain'],,,Male,Braavosi,,,['https://www.anapioficeandfire.com/api/books/5'],1
Temmo,['Has no known aliases'],['Khal'],In Century of Blood,"In Century of Blood, at the gates of Qohor",Male,Dothraki,,,['https://www.anapioficeandfire.com/api/books/3'],1
Ned,['Has no known aliases'],['Has no title'],,,Male,,,,['https://www.anapioficeandfire.com/api/books/7'],1
Tobbot,['Has no known aliases'],['Has no title'],,,Male,,,,['https://www.anapioficeandfire.com/api/books/2'],1
Jeyne Swann,['Has no known aliases'],['Has no title'],,,Female,,,,['https://www.anapioficeandfire.com/api/books/3'],1
Myrtle,['Has no known aliases'],['Has no title'],,"In 300 AC, at Winterfell",Female,Free Folk,,,['https://www.anapioficeandfire.com/api/books/8'],1
Soren,['Has no known aliases'],['Has no title'],,,Male,Free Folk,,,['https://www.anapioficeandfire.com/api/books/8'],1
Tagganaro,['Has no known aliases'],['Has no title'],,,Male,Braavosi,,,['https://www.anapioficeandfire.com/api/books/5'],1
Norjen,['Has no known aliases'],['Has no title'],,,Male,Ironborn,,,['https://www.anapioficeandfire.com/api/books/5'],1
Squirrel,['Has no known aliases'],['Has no title'],At Beyond the Wall,"In 300 AC, at Winterfell",Female,Free Folk,,,['https://www.anapioficeandfire.com/api/books/8'],1
Narbert,['Has no known aliases'],"['Brother', 'Proctor']",,,Male,,,,['https://www.anapioficeandfire.com/api/books/5'],1
Narbo,['Little Narbo'],['Has no title'],,,Male,Braavosi,,,['https://www.anapioficeandfire.com/api/books/5'],1
Ned Woods,['Noseless Ned'],['Has no title'],,,Male,Northmen,,,['https://www.anapioficeandfire.com/api/books/8'],1
Stone Thumbs,['Has no known aliases'],['Has no title'],,"In 299 AC, at Castle Black",Male,Free Folk,,,['https://www.anapioficeandfire.com/api/books/3'],1
Squint,['Has no known aliases'],['Has no title'],,"In 299 AC, at Winterfell",Male,,,,['https://www.anapioficeandfire.com/api/books/2'],1
Spotted Pate,['Spotted Pate of Maidenpool'],['Has no title'],,"In 299 AC, at Castle Black",Male,,,,['https://www.anapioficeandfire.com/api/books/3'],1
Nissa Nissa,['Has no known aliases'],['Has no title'],,,Female,,,,['https://www.anapioficeandfire.com/api/books/2'],1
Spotted Cat,['Has no known aliases'],['Has no title'],,,Male,Ghiscari,,,['https://www.anapioficeandfire.com/api/books/8'],1
Tal Toraq,['Has no known aliases'],['Has no title'],,,Male,Summer Isles,,,['https://www.anapioficeandfire.com/api/books/8'],1
Nage,['Has no known aliases'],['Has no title'],,,Male,,,,['https://www.anapioficeandfire.com/api/books/3'],1
Nolla,['Has no known aliases'],['Goodwife'],,At Riverlands,Female,,,,['https://www.anapioficeandfire.com/api/books/3'],1
Softfoot,['Has no known aliases'],['Has no title'],,"In 299 AC, at Beyond the Wall",Male,,,,['https://www.anapioficeandfire.com/api/books/3'],1
Sloey,['Has no known aliases'],['Has no title'],,,Female,Braavosi,,,['https://www.anapioficeandfire.com/api/books/5'],1
Stiv,['Has no known aliases'],['Has no title'],,"In 298 AC, at the Wolfswood",Male,Free Folk,,,['https://www.anapioficeandfire.com/api/books/1'],1
Murenmure,['Has no known aliases'],['Maester'],,,Male,,,,['https://www.anapioficeandfire.com/api/books/5'],1
Moreo Tumitis,['Has no known aliases'],['Has no title'],In 268 AC or before,,Male,,,,['https://www.anapioficeandfire.com/api/books/1'],1
Morrec,['Has no known aliases'],['Has no title'],,"In 298 AC, at Mountains of the Moon",Male,,,,['https://www.anapioficeandfire.com/api/books/1'],1
Tarle,['Tarle the Thrice-Drowned'],['Has no title'],,,Male,Ironborn,,,['https://www.anapioficeandfire.com/api/books/5'],1
Tarber,['Has no known aliases'],['Has no title'],,,Male,,,,['https://www.anapioficeandfire.com/api/books/2'],1
Tansy,['Has no known aliases'],['Has no title'],,,Female,,,,['https://www.anapioficeandfire.com/api/books/5'],1
Morgan Martell,['Has no known aliases'],['Lord of the Sandship'],,,Male,Andal,,,['https://www.anapioficeandfire.com/api/books/11'],1
Morra,['Has no known aliases'],['Has no title'],,,Female,,,,['https://www.anapioficeandfire.com/api/books/5'],1
Nail,['Has no known aliases'],['Has no title'],,,Male,,,,['https://www.anapioficeandfire.com/api/books/8'],1
Joffrey Caswell,['Has no known aliases'],['Lord of Bitterbridge'],In 190 AC or 191 AC,,Male,,,,['https://www.anapioficeandfire.com/api/books/7'],1
Joseth Mallister,['Has no known aliases'],['Ser'],,,Male,,,,['https://www.anapioficeandfire.com/api/books/4'],1
,['The Daughter of the Dusk'],['Has no title'],,,Female,Braavosi,,,['https://www.anapioficeandfire.com/api/books/5'],1
Symon Stripeback,['Has no known aliases'],['Has no title'],,,Male,,,,['https://www.anapioficeandfire.com/api/books/8'],1
Murch,['Has no known aliases'],['Has no title'],,,Male,Northmen,,,['https://www.anapioficeandfire.com/api/books/2'],1
Mortimer Boggs,['Has no known aliases'],['Ser'],,,Male,,,,['https://www.anapioficeandfire.com/api/books/7'],1
Mother Mole,['Has no known aliases'],['Has no title'],,,Female,Free Folk,,,['https://www.anapioficeandfire.com/api/books/8'],1
Sylas Flatnose,['Has no known aliases'],"['Iron King', 'King of the Iron Islands']",,,Male,Ironborn,,,['https://www.anapioficeandfire.com/api/books/5'],1
Mudge,['Has no known aliases'],['Has no title'],,At Donnelwood,Male,,,,['https://www.anapioficeandfire.com/api/books/3'],1
Mudge,['Has no known aliases'],['Has no title'],,,Male,,,,['https://www.anapioficeandfire.com/api/books/6'],1
Sylas,['Sylas Sourmouth'],['Has no title'],,In 294 AC,Male,,,,['https://www.anapioficeandfire.com/api/books/2'],1
Sybassion,"['Blind Sybassion, the Eater of Eyes']",['Has no title'],,,Male,Qartheen,,,['https://www.anapioficeandfire.com/api/books/2'],1
Munciter,['Has no known aliases'],['Wisdom'],,,Male,,,,['https://www.anapioficeandfire.com/api/books/2'],1
Murch,['Has no known aliases'],['Has no title'],,,Male,,,,['https://www.anapioficeandfire.com/api/books/2'],1
Vaemond Velaryon,['Has no known aliases'],['Ser'],,In 126 AC,Male,Valyrian,,,['https://www.anapioficeandfire.com/api/books/10'],1
Morosh the Myrman,['Has no known aliases'],['Has no title'],,,Male,Myrish,,,['https://www.anapioficeandfire.com/api/books/2'],1
Jon Vance,['Has no known aliases'],['Maester'],,,Male,,,,['https://www.anapioficeandfire.com/api/books/5'],1
Johanna Swann,['The Black Swan'],['Has no title'],,,Female,,,,['https://www.anapioficeandfire.com/api/books/10'],1
Jonos Stark,['Has no known aliases'],"['King in the North', 'Lord of Winterfell']",,,Male,Northmen,,,['https://www.anapioficeandfire.com/api/books/2'],1
Jon Snow,"['Lord Snow', ""Ned Stark's Bastard"", 'The Snow of Winterfell', 'The Crow-Come-Over', ""The 998th Lord Commander of the Night's Watch"", 'The Bastard of Winterfell', 'The Black Bastard of the Wall', 'Lord Crow']","[""Lord Commander of the Night's Watch""]",In 283 AC,,Male,Northmen,,,['https://www.anapioficeandfire.com/api/books/5'],1
Jon Penrose,['Has no known aliases'],['Ser'],,,Male,,,,['https://www.anapioficeandfire.com/api/books/4'],1
Jon Hollard,['Has no known aliases'],['Ser'],,,Male,,,,['https://www.anapioficeandfire.com/api/books/5'],1
Jon Fossoway,['Has no known aliases'],"['The Knight of New Barrel', 'Ser']",,,Male,Reach,,,['https://www.anapioficeandfire.com/api/books/2'],1
John the Oak,['The First Knight'],['Has no title'],,,Male,,,,['https://www.anapioficeandfire.com/api/books/11'],1
Joffrey Lonmouth,['Knight of Kisses'],['Ser'],In 99 AC or before,"In 114 AC, at King's Landing",Male,,,,['https://www.anapioficeandfire.com/api/books/10'],1
Jeyne Lothston,['Has no known aliases'],['Has no title'],In 164 AC,,Female,,,,['https://www.anapioficeandfire.com/api/books/11'],1
Ronald Connington,['Has no known aliases'],"[""Ser the Knight of Griffin's Roost""]",,,Male,,,,['https://www.anapioficeandfire.com/api/books/8'],1
Skinner,['Has no known aliases'],['Has no title'],,,Male,,,,['https://www.anapioficeandfire.com/api/books/8'],1
Lord Caswell,['Has no known aliases'],"['Lord of Bitterbridge', 'Defender of the Fords']",,,Male,,,,['https://www.anapioficeandfire.com/api/books/8'],1
Jeyne Marbrand,['Has no known aliases'],['Lady of Casterly Rock'],,In 255 AC,Female,,,,['https://www.anapioficeandfire.com/api/books/11'],1
Leyla Hightower,['Has no known aliases'],['Has no title'],,,Female,,,,['https://www.anapioficeandfire.com/api/books/5'],1
Jeyne Fossoway,['Has no known aliases'],['Has no title'],,,Female,,,,['https://www.anapioficeandfire.com/api/books/5'],1
Jorah Stark,['Has no known aliases'],"['King in the North', 'Lord of Winterfell']",,,Male,Northmen,,,['https://www.anapioficeandfire.com/api/books/2'],1
Josua Willum,['Has no known aliases'],['Has no title'],,,Male,,,,['https://www.anapioficeandfire.com/api/books/2'],1
Jena Dondarrion,['Has no known aliases'],['Has no title'],,,Female,,,,['https://www.anapioficeandfire.com/api/books/11'],1
Liane Vance,['Has no known aliases'],['Has no title'],,,Female,,,,['https://www.anapioficeandfire.com/api/books/5'],1
Lucamore Strong,['Lucamore the Lusty'],['Ser'],,,Male,,,,['https://www.anapioficeandfire.com/api/books/5'],1
Lorra Royce,['Has no known aliases'],['Lady of Winterfell'],,,Female,,,,['https://www.anapioficeandfire.com/api/books/11'],1
Lorent Marbrand,['Has no known aliases'],"['Ser', 'Lord Commander of the Queensguard']",,"In 130 AC, at King's Landing",Male,Westerman,,,['https://www.anapioficeandfire.com/api/books/9'],1
Lord Staunton,['Has no known aliases'],"[""Lord of Rook's Rest""]",,"In 129 AC, at Rook's Rest",Male,,,,['https://www.anapioficeandfire.com/api/books/9'],1
Lord Ashford,['Has no known aliases'],['Lord of Ashford'],,,Male,Reach,,,['https://www.anapioficeandfire.com/api/books/4'],1
Harbert Paege,['Has no known aliases'],['Ser'],,,Male,,,,['https://www.anapioficeandfire.com/api/books/7'],1
Jothos Slynt,['Has no known aliases'],['Has no title'],,,Male,,,,['https://www.anapioficeandfire.com/api/books/3'],1
Harlon Greyjoy,['Has no known aliases'],['Has no title'],,At Pyke,Male,Ironborn,,,['https://www.anapioficeandfire.com/api/books/5'],1
Lenwood Tawney,['Little Lenwood Tawney'],['Has no title'],,,Male,Ironborn,,,['https://www.anapioficeandfire.com/api/books/5'],1
Leana Frey,['Has no known aliases'],['Has no title'],In 299 AC or 300 AC,,Female,,,,['https://www.anapioficeandfire.com/api/books/5'],1
Lancel V Lannister,['Has no known aliases'],['King of the Rock'],,,Male,,,,['https://www.anapioficeandfire.com/api/books/6'],1
Kyle Royce,['Has no known aliases'],['Has no title'],,At King's Landing,Male,,,,['https://www.anapioficeandfire.com/api/books/2'],1
Kyle Condon,['Has no known aliases'],['Ser'],,,Male,,,,['https://www.anapioficeandfire.com/api/books/3'],1
Karlon Stark,['Has no known aliases'],"[""Lord of Karl's Hold""]",,,Male,Northmen,,,['https://www.anapioficeandfire.com/api/books/3'],1
Jeyne Farman,['Has no known aliases'],['Has no title'],,,Female,,,,['https://www.anapioficeandfire.com/api/books/5'],1
Jeffory Norcross,['Neveryield'],['Ser'],,,Male,,,,['https://www.anapioficeandfire.com/api/books/5'],1
Royce Coldwater,['Has no known aliases'],['Lord of Coldwater Burn'],,,Male,,,,['https://www.anapioficeandfire.com/api/books/5'],1
Harlon Botley,['Has no known aliases'],['Has no title'],,,Male,Ironborn,,,['https://www.anapioficeandfire.com/api/books/5'],1
Hoare,['Has no known aliases'],"[""Lord Commander of the Night's Watch""]",,,Male,,,,['https://www.anapioficeandfire.com/api/books/1'],1
Ronnel Harclay,['Has no known aliases'],['Has no title'],,,Male,,,,['https://www.anapioficeandfire.com/api/books/3'],1
Helicent Uffering,['Has no known aliases'],['Has no title'],In 171 AC (roughly),,Female,,,,['https://www.anapioficeandfire.com/api/books/6'],1
Tumco Lho,['Tum'],['Ser'],At Basilisk Isles,,Male,Ghiscari,,,['https://www.anapioficeandfire.com/api/books/8'],1
Humfrey Wagstaff,['Has no known aliases'],"['Ser', 'Castellan of Grandview']","In 230 AC, 231 AC or 232 AC",,Male,,,,['https://www.anapioficeandfire.com/api/books/5'],1
Gysella Goodbrother,['Has no known aliases'],['Has no title'],,,Female,Ironborn,,,['https://www.anapioficeandfire.com/api/books/5'],1
Harry Strickland,['Homeless Harry Strickland'],['Captain-General'],,,Male,,,,['https://www.anapioficeandfire.com/api/books/8'],1
Gyles Grafton,['Has no known aliases'],['Has no title'],,,Male,,,,['https://www.anapioficeandfire.com/api/books/5'],1
Gyles Farwynd,['Has no known aliases'],['Has no title'],,,Male,Ironborn,,,['https://www.anapioficeandfire.com/api/books/5'],1
Gyles,['Gyles Greycloak'],['Ser'],,,Male,,,,['https://www.anapioficeandfire.com/api/books/5'],1
Gwyneth Yronwood,['Has no known aliases'],['Has no title'],In 287 AC or 288 AC,,Female,Dornish,,,['https://www.anapioficeandfire.com/api/books/8'],1
Gwynesse Harlaw,['Has no known aliases'],['Has no title'],,,Female,Ironborn,,,['https://www.anapioficeandfire.com/api/books/5'],1
Gwin Goodbrother,['Has no known aliases'],['Has no title'],,,Female,Ironborn,,,['https://www.anapioficeandfire.com/api/books/5'],1
Harrold Westerling,['Has no known aliases'],"['Ser', 'Lord Commander of the Kingsguard']",,In 112 AC,Male,Westerman,,,['https://www.anapioficeandfire.com/api/books/10'],1
Jeffory Mallister,['Has no known aliases'],['Has no title'],,At King's Landing,Male,,,,['https://www.anapioficeandfire.com/api/books/2'],1
Hoarfrost Umber,['Has no known aliases'],['Lord of the Last Hearth'],,,Male,Northmen,,,['https://www.anapioficeandfire.com/api/books/8'],1
Jasper Wylde,['Ironrod'],"['Lord of the Rain House', 'Master of laws']",,"In 130 AC, at King's Landing",Male,,,,['https://www.anapioficeandfire.com/api/books/9'],1
Harlan Grandison,['Has no known aliases'],['Ser'],,"In 281 AC, at King's Landing",Male,,,,['https://www.anapioficeandfire.com/api/books/3'],1
Jasper Waynwood,['Has no known aliases'],['Has no title'],,,Male,,,,['https://www.anapioficeandfire.com/api/books/5'],1
Jasper Arryn,['Has no known aliases'],"['Lord of the Eyrie Defender of the Vale', 'Warden of the East']",,,Male,,,,['https://www.anapioficeandfire.com/api/books/5'],1
Jaime Frey,['Has no known aliases'],['Has no title'],In 299 AC or 300 AC,,Male,,,,['https://www.anapioficeandfire.com/api/books/5'],1
Illifer,['Illifer the Penniless'],['Ser'],In 240 AC or before,,Male,,,,['https://www.anapioficeandfire.com/api/books/5'],1
Hyle Hunt,['Has no known aliases'],['Ser'],,,Male,,,,['https://www.anapioficeandfire.com/api/books/5'],1
Hugh Beesbury,['Has no known aliases'],['Ser'],,,Male,,,,['https://www.anapioficeandfire.com/api/books/5'],1
Herbert Bolling,['Has no known aliases'],['Ser'],,,Male,,,,['https://www.anapioficeandfire.com/api/books/5'],1
Hugh,['Ser Hugh of the Vale'],['Ser'],,"In 298 AC, at King's Landing",Male,Valemen,,,['https://www.anapioficeandfire.com/api/books/1'],1
Hooded Man,['Has no known aliases'],['Has no title'],In Age of Heroes,,Male,,,,['https://www.anapioficeandfire.com/api/books/11'],1
Halleck Hoare,['Has no known aliases'],['King of the Isles and the Rivers'],,,Male,,https://www.anapioficeandfire.com/api/characters/484,,['https://www.anapioficeandfire.com/api/books/11'],1
Harrold Osgrey,['Has no known aliases'],['Ser'],,At the Redgrass Field,Male,,,,['https://www.anapioficeandfire.com/api/books/6'],1
Hilmar Drumm,['Hilmar the Cunning'],['Has no title'],,,Male,Ironborn,,,['https://www.anapioficeandfire.com/api/books/5'],1
Quenton Hightower,['Has no known aliases'],"['Lord of the Hightower', 'Lord of the Port', 'Voice of Oldtown', 'Defender of the Citadel', 'Beacon of the South']",,At Oldtown,Male,,,,['https://www.anapioficeandfire.com/api/books/5'],1
Rohanne,['Has no known aliases'],['Has no title'],,In or after 211 AC,Female,Tyroshi,,,['https://www.anapioficeandfire.com/api/books/11'],1
Rolland Darklyn,['Has no known aliases'],['Ser'],,,Male,,,,['https://www.anapioficeandfire.com/api/books/5'],1
Rolland Uffering,['Has no known aliases'],['Ser'],,,Male,,,,['https://www.anapioficeandfire.com/api/books/6'],1
Harren Botley,['Has no known aliases'],['Has no title'],,"In 299 AC, at Moat Cailin",Male,Ironborn,,,['https://www.anapioficeandfire.com/api/books/5'],1
Quenton Qoherys,['Has no known aliases'],"['Lord of Harrenhal', 'Master-at-arms of Dragonstone']",,,Male,,,,['https://www.anapioficeandfire.com/api/books/11'],1
Richard Lonmouth,['The Knight of Skull and Kisses'],['Ser'],,,Male,,,,['https://www.anapioficeandfire.com/api/books/3'],1
Rhonda Rowan,['Has no known aliases'],['Has no title'],,,Female,,,,['https://www.anapioficeandfire.com/api/books/5'],1
Rhialta Vance,['Has no known aliases'],['Has no title'],,,Female,,,,['https://www.anapioficeandfire.com/api/books/5'],1
Reynard Webber,['Has no known aliases'],['Lord of Coldmoat'],,,Male,,,,['https://www.anapioficeandfire.com/api/books/6'],1
Raymun Fossoway,['Has no known aliases'],['Ser'],,,Male,,,,['https://www.anapioficeandfire.com/api/books/4'],1
Quentyn Blackwood,['Has no known aliases'],['Lord'],,"In 205 AC, at King's Landing",Male,,,,['https://www.anapioficeandfire.com/api/books/4'],1
Robb Reyne,['Has no known aliases'],['Ser'],,,Male,,,,['https://www.anapioficeandfire.com/api/books/6'],1
Herrock Kenning,['Herrock the Whoreson'],['Lord of Kayce'],,,Male,Ironborn,,,['https://www.anapioficeandfire.com/api/books/11'],1
Quenton Greyjoy,['Has no known aliases'],['Has no title'],,,Male,Ironborn,,,['https://www.anapioficeandfire.com/api/books/5'],1
Quellon Botley,['Has no known aliases'],['Has no title'],,,Male,Ironborn,,,['https://www.anapioficeandfire.com/api/books/5'],1
Qorgyle,['Has no known aliases'],"[""Lord Commander of the Night's Watch""]",,"In 288 AC, at Castle Black",Male,,,,['https://www.anapioficeandfire.com/api/books/3'],1
Qhorwyn Hoare,['Qhorwyn the Cunning'],['King of the Iron Islands'],,,Male,,,,['https://www.anapioficeandfire.com/api/books/11'],1
Qarl Kenning,['Queer Qarl Kenning'],['Has no title'],,,Male,Ironborn,,,['https://www.anapioficeandfire.com/api/books/8'],1
Perwyn Osgrey,['Perwyn the Proud'],['Lord of Coldmoat'],,,Male,,,,['https://www.anapioficeandfire.com/api/books/6'],1
Richard Morrigen,['Has no known aliases'],['Ser'],,,Male,,,,['https://www.anapioficeandfire.com/api/books/8'],1
Robert Ashford,['Has no known aliases'],['Ser'],At Ashford,,Male,Reach,,,['https://www.anapioficeandfire.com/api/books/4'],1
Luthor Tyrell,['Has no known aliases'],"['Lord Paramount of the Mander', 'Lord of Highgarden', 'Defender of the Marches', 'High Marshal of the Reach', 'Warden of the South']",At Highgarden,,Male,Reach,,,['https://www.anapioficeandfire.com/api/books/3'],1
Roelle,['Has no known aliases'],['Septa'],,,Female,,,,['https://www.anapioficeandfire.com/api/books/5'],1
Ronnel Stout,['Has no known aliases'],['Has no title'],,,Male,Northmen,,,['https://www.anapioficeandfire.com/api/books/3'],1
Robyn Ryswell,['Has no known aliases'],['Has no title'],,,Male,Northmen,,,['https://www.anapioficeandfire.com/api/books/11'],1
Lyman Beesbury,['Has no known aliases'],"['Lord', 'Master of coin']",In 48 AC or 49 AC,"In 129 AC, at King's Landing",Male,,,,['https://www.anapioficeandfire.com/api/books/9'],1
Lymond Mallister,['Has no known aliases'],['Lord of Seagard'],,,Male,,,,['https://www.anapioficeandfire.com/api/books/10'],1
Lyonel Bentley,['Has no known aliases'],['Ser'],,"In 130 AC, at between Stokeworth and Duskendale",Male,,,,['https://www.anapioficeandfire.com/api/books/9'],1
Lucas Lothston,['Has no known aliases'],"['Lord of Harrenhal', 'Hand of the King']",,,Male,,,,['https://www.anapioficeandfire.com/api/books/11'],1
Marq Rankenfell,['Mad Marq Rankenfell'],"[""Lord Commander of the Night's Watch""]",,,Male,,,,['https://www.anapioficeandfire.com/api/books/3'],1
Robert Flowers,['Red Robert Flowers'],"['Ser', 'Lord Commander of the Kingsguard']",,,Male,,,,['https://www.anapioficeandfire.com/api/books/5'],1
Robyn Rhysling,['Has no known aliases'],['Ser'],,,Male,,,,['https://www.anapioficeandfire.com/api/books/4'],1
Robin Peasebury,['Lord Pea Pord'],['Lord of Poddingfield'],,,Male,,,,['https://www.anapioficeandfire.com/api/books/8'],1
Robin Hollard,['Has no known aliases'],['Has no title'],,,Male,,,,['https://www.anapioficeandfire.com/api/books/5'],1
Robin Hill,['Has no known aliases'],"[""Lord Commander of the Night's Watch""]",,,Male,,,,['https://www.anapioficeandfire.com/api/books/3'],1
Robin Greyjoy,['Has no known aliases'],['Has no title'],,At Pyke,Male,Ironborn,,,['https://www.anapioficeandfire.com/api/books/5'],1
Robert Paege,['Has no known aliases'],['Ser'],,,Male,,,,['https://www.anapioficeandfire.com/api/books/3'],1
Pearse Caron,['Has no known aliases'],"['Lord of Nightsong', 'Lord of the Marches']",,,Male,,,,['https://www.anapioficeandfire.com/api/books/4'],1
Pate,['Pate the Plowman'],['Has no title'],,,Male,First Men,,,['https://www.anapioficeandfire.com/api/books/11'],1
Owen Inchfield,['Has no known aliases'],['Ser'],,,Male,,,,['https://www.anapioficeandfire.com/api/books/5'],1
Manfred Dondarrion,['Has no known aliases'],['Ser'],,,Male,,,,['https://www.anapioficeandfire.com/api/books/4'],1
Marna Locke,['Has no known aliases'],['Lady of Winterfell'],,,Female,Northmen,,,['https://www.anapioficeandfire.com/api/books/11'],1
Lucas Roote,['Has no known aliases'],['Has no title'],,"In 299 AC, at the Riverlands",Male,,,,['https://www.anapioficeandfire.com/api/books/3'],1
Mark Ryswell,['Has no known aliases'],['Ser'],,"In 283 AC, at the Tower of Joy",Male,Northmen,,,['https://www.anapioficeandfire.com/api/books/1'],1
Manfryd Lothston,"[""Manfryd o' the Black Hood""]",['Has no title'],,,Male,,,,['https://www.anapioficeandfire.com/api/books/5'],1
Manfred Swann,['Has no known aliases'],['Ser'],,,Male,,,,['https://www.anapioficeandfire.com/api/books/3'],1
Manfred Lothston,['Has no known aliases'],['Has no title'],,,Male,,,,['https://www.anapioficeandfire.com/api/books/6'],1
Maldon Massey,['Has no known aliases'],['Lord of Stonedance'],,,Male,First Men,,,['https://www.anapioficeandfire.com/api/books/11'],1
Ormund Wylde,['Has no known aliases'],['Ser'],,,Male,,,,['https://www.anapioficeandfire.com/api/books/8'],1
Lyonel Strong,['Has no known aliases'],"['Lord of Harrenhal', 'Master of laws', 'Hand of the King']",,"In 120 AC, at Harrenhal",Male,,,,['https://www.anapioficeandfire.com/api/books/10'],1
Lyonel Selmy,['Has no known aliases'],"['Ser', 'Knight of Harvest Hall']",,,Male,,,,['https://www.anapioficeandfire.com/api/books/3'],1
Martyn Mullendore,['Has no known aliases'],['Lord of Uplands'],,,Male,,,,['https://www.anapioficeandfire.com/api/books/5'],1
Gurn,['Has no known aliases'],['Has no title'],,,Male,Mountain clans,,,['https://www.anapioficeandfire.com/api/books/1'],1
Maynard Plumm,['Has no known aliases'],['Ser'],,,Male,,,,['https://www.anapioficeandfire.com/api/books/7'],1
Orivel,['Orivel the Open-Handed'],['Ser'],,,Male,,,,['https://www.anapioficeandfire.com/api/books/5'],1
Ormond Osgrey,['Has no known aliases'],['Lord of Coldmoat'],,,Male,,,,['https://www.anapioficeandfire.com/api/books/6'],1
Medgar Tully,['Has no known aliases'],"['Lord Paramount of the Trident', 'Lord of Riverrun']",,In or between 209 AC and 211 AC,Male,Rivermen,,,['https://www.anapioficeandfire.com/api/books/4'],1
Melantha Blackwood,['Has no known aliases'],['Lady of Winterfell'],,,Female,,,,['https://www.anapioficeandfire.com/api/books/11'],1
Michael Mertyns,['The White Owl'],['Ser'],,,Male,,,,['https://www.anapioficeandfire.com/api/books/5'],1
Moqorro,['Black Flame'],"[""Slave of R'hllor""]",At Volantis,,Male,,,,['https://www.anapioficeandfire.com/api/books/8'],1
Mors Martell,['Has no known aliases'],['Has no title'],In 248 AC or 257 AC,In 248 AC or 258 AC,Male,,,,['https://www.anapioficeandfire.com/api/books/5'],1
Myles Smallwood,['Has no known aliases'],['Hand of the King'],,,Male,,,,['https://www.anapioficeandfire.com/api/books/3'],1
