,geometry.coordinates,geometry.type,id,properties.alert,properties.cdi,properties.code,properties.detail,properties.dmin,properties.felt,properties.gap,properties.ids,properties.mag,properties.magType,properties.mmi,properties.net,properties.nst,properties.place,properties.rms,properties.sig,properties.sources,properties.status,properties.time,properties.title,properties.tsunami,properties.type,properties.types,properties.tz,properties.updated,properties.url,type
701,"[-29.2283, 41.4343, 10]",Point,us2000j74v,,,2000j74v,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us2000j74v&format=geojson,4.649,,118.0,",us2000j74v,",5.0,mb,,us,,"272km NE of Santa Cruz das Flores, Portugal",0.74,385,",us,",reviewed,1548139269070,"M 5.0 - 272km NE of Santa Cruz das Flores, Portugal",0,earthquake,",geoserve,origin,phase-data,",-120,1555089230040,https://earthquake.usgs.gov/earthquakes/eventpage/us2000j74v,Feature
702,"[119.0165, -10.4148, 24]",Point,us2000j73a,green,2.0,2000j73a,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us2000j73a&format=geojson,3.635,1.0,32.0,",us2000j73a,",6.3,mww,4.024,us,,"80km S of Kahale, Indonesia",1.33,611,",us,",reviewed,1548133803480,"M 6.3 - 80km S of Kahale, Indonesia",1,earthquake,",dyfi,geoserve,ground-failure,losspager,moment-tensor,origin,phase-data,shakemap,",480,1555089229040,https://earthquake.usgs.gov/earthquakes/eventpage/us2000j73a,Feature
703,"[-155.3231, 58.3317, 121.5]",Point,ak01910ggmj6,green,4.3,01910ggmj6,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak01910ggmj6&format=geojson,,50.0,,",ak01910ggmj6,at00plpug7,us2000j72p,",5.2,mww,3.61,ak,,"87km ESE of King Salmon, Alaska",0.9,438,",ak,at,us,",reviewed,1548132199680,"M 5.2 - 87km ESE of King Salmon, Alaska",1,earthquake,",dyfi,geoserve,ground-failure,impact-link,losspager,moment-tensor,origin,phase-data,shakemap,",-540,1555089228040,https://earthquake.usgs.gov/earthquakes/eventpage/ak01910ggmj6,Feature
704,"[119.1155, -10.3348, 10]",Point,us2000j71t,,,2000j71t,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us2000j71t&format=geojson,3.512,,65.0,",us2000j71t,",5.1,mb,,us,,"68km SSW of Bogorawatu, Indonesia",1.01,400,",us,",reviewed,1548122217260,"M 5.1 - 68km SSW of Bogorawatu, Indonesia",1,earthquake,",geoserve,origin,phase-data,",480,1555089226040,https://earthquake.usgs.gov/earthquakes/eventpage/us2000j71t,Feature
705,"[119.1059, -10.3438, 10]",Point,us2000j70v,,,2000j70v,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us2000j70v&format=geojson,3.524,,41.0,",us2000j70v,",5.0,mb,,us,,"70km SSW of Bogorawatu, Indonesia",0.91,385,",us,",reviewed,1548115711770,"M 5.0 - 70km SSW of Bogorawatu, Indonesia",1,earthquake,",geoserve,origin,phase-data,",480,1555089223040,https://earthquake.usgs.gov/earthquakes/eventpage/us2000j70v,Feature
706,"[119.1521, -10.3278, 26]",Point,us2000j70q,green,1.0,2000j70q,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us2000j70q&format=geojson,3.477,1.0,41.0,",us2000j70q,",6.0,mww,3.893,us,,"66km SSW of Bogorawatu, Indonesia",1.18,554,",us,",reviewed,1548115163860,"M 6.0 - 66km SSW of Bogorawatu, Indonesia",1,earthquake,",dyfi,geoserve,ground-failure,losspager,moment-tensor,origin,phase-data,shakemap,",480,1554500462040,https://earthquake.usgs.gov/earthquakes/eventpage/us2000j70q,Feature
707,"[126.885, 4.4905, 14.07]",Point,us2000j6va,,,2000j6va,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us2000j6va&format=geojson,2.872,,90.0,",us2000j6va,",5.0,mww,,us,,"187km ESE of Sarangani, Philippines",0.93,385,",us,",reviewed,1548089268700,"M 5.0 - 187km ESE of Sarangani, Philippines",1,earthquake,",geoserve,moment-tensor,origin,phase-data,",480,1554500462040,https://earthquake.usgs.gov/earthquakes/eventpage/us2000j6va,Feature
708,"[-94.7368, 15.584, 29]",Point,us2000j6tj,green,4.3,2000j6tj,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us2000j6tj&format=geojson,1.467,34.0,71.0,",us2000j6tj,",5.6,mww,3.664,us,,"72km S of San Francisco del Mar, Mexico",1.24,497,",us,",reviewed,1548071840110,"M 5.6 - 72km S of San Francisco del Mar, Mexico",0,earthquake,",dyfi,geoserve,losspager,moment-tensor,origin,phase-data,shakemap,",-360,1554500456040,https://earthquake.usgs.gov/earthquakes/eventpage/us2000j6tj,Feature
709,"[69.1853, -22.8513, 10]",Point,us2000j7ut,green,,2000j7ut,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us2000j7ut&format=geojson,12.585,,65.0,",us2000j7ut,",5.4,mww,0.0,us,,Mid-Indian Ridge,1.39,449,",us,",reviewed,1548064526900,M 5.4 - Mid-Indian Ridge,0,earthquake,",geoserve,losspager,moment-tensor,origin,phase-data,shakemap,",300,1554500462040,https://earthquake.usgs.gov/earthquakes/eventpage/us2000j7ut,Feature
710,"[169.2489, -21.9552, 9]",Point,us2000j6qr,green,,2000j6qr,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us2000j6qr&format=geojson,2.605,,91.0,",us2000j6qr,",5.6,mww,0.0,us,,"148km ESE of Tadine, New Caledonia",1.4,482,",us,",reviewed,1548034594150,"M 5.6 - 148km ESE of Tadine, New Caledonia",0,earthquake,",geoserve,losspager,moment-tensor,origin,phase-data,shakemap,",660,1554500462040,https://earthquake.usgs.gov/earthquakes/eventpage/us2000j6qr,Feature
711,"[169.0164, -21.9127, 10]",Point,us2000j6qe,green,,2000j6qe,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us2000j6qe&format=geojson,2.392,,31.0,",us2000j6qe,",5.5,mww,0.0,us,,"123km ESE of Tadine, New Caledonia",1.2,465,",us,",reviewed,1548030945870,"M 5.5 - 123km ESE of Tadine, New Caledonia",0,earthquake,",geoserve,losspager,moment-tensor,origin,phase-data,shakemap,",660,1554500462040,https://earthquake.usgs.gov/earthquakes/eventpage/us2000j6qe,Feature
712,"[87.6229, 30.3908, 9.85]",Point,us2000j6mf,,,2000j6mf,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us2000j6mf&format=geojson,6.09,,37.0,",us2000j6mf,",5.2,mb,,us,,"113km WSW of Jiajuedibu, China",0.67,416,",us,",reviewed,1547994510290,"M 5.2 - 113km WSW of Jiajuedibu, China",0,earthquake,",geoserve,origin,phase-data,",480,1554500461040,https://earthquake.usgs.gov/earthquakes/eventpage/us2000j6mf,Feature
713,"[-71.3815, -30.0404, 63]",Point,us2000j6hy,orange,7.8,2000j6hy,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us2000j6hy&format=geojson,0.173,1044.0,22.0,",at00pllwap,pt19020000,us2000j6hy,",6.7,mww,7.593,us,,"10km SSW of Coquimbo, Chile",1.47,1780,",at,pt,us,",reviewed,1547947972480,"M 6.7 - 10km SSW of Coquimbo, Chile",1,earthquake,",dyfi,geoserve,ground-failure,impact-link,impact-text,losspager,moment-tensor,origin,phase-data,shakemap,",-240,1559276183180,https://earthquake.usgs.gov/earthquakes/eventpage/us2000j6hy,Feature
714,"[142.1542, -5.6248, 28.5]",Point,us2000j6ez,,,2000j6ez,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us2000j6ez&format=geojson,3.411,,24.0,",us2000j6ez,",5.1,mb,,us,,"110km ENE of Kiunga, Papua New Guinea",0.71,400,",us,",reviewed,1547923028980,"M 5.1 - 110km ENE of Kiunga, Papua New Guinea",1,earthquake,",geoserve,origin,phase-data,",600,1554500461040,https://earthquake.usgs.gov/earthquakes/eventpage/us2000j6ez,Feature
715,"[144.1569, 12.4298, 6.45]",Point,us2000j6ex,,2.0,2000j6ex,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us2000j6ex&format=geojson,1.345,5.0,50.0,",us2000j6ex,",5.0,mb,,us,,"107km SSW of Merizo Village, Guam",0.69,386,",us,",reviewed,1547921388830,"M 5.0 - 107km SSW of Merizo Village, Guam",0,earthquake,",dyfi,geoserve,origin,phase-data,",600,1554500461040,https://earthquake.usgs.gov/earthquakes/eventpage/us2000j6ex,Feature
716,"[126.6983, 2.3048, 48.3]",Point,us2000j6cr,,,2000j6cr,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us2000j6cr&format=geojson,1.662,,110.0,",us2000j6cr,",5.0,mb,,us,,"159km WNW of Tobelo, Indonesia",1.06,385,",us,",reviewed,1547906581640,"M 5.0 - 159km WNW of Tobelo, Indonesia",0,earthquake,",geoserve,origin,phase-data,",480,1554500461040,https://earthquake.usgs.gov/earthquakes/eventpage/us2000j6cr,Feature
717,"[-76.818, -3.2663, 103]",Point,us2000j63c,green,2.5,2000j63c,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us2000j63c&format=geojson,2.562,3.0,25.0,",us2000j63c,",5.7,mww,4.035,us,,"173km N of Barranca, Peru",0.72,501,",us,",reviewed,1547846821530,"M 5.7 - 173km N of Barranca, Peru",0,earthquake,",dyfi,geoserve,losspager,moment-tensor,origin,phase-data,shakemap,",-300,1554500460040,https://earthquake.usgs.gov/earthquakes/eventpage/us2000j63c,Feature
718,"[128.6882, 3.334, 12.26]",Point,us2000j5zh,,,2000j5zh,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us2000j5zh&format=geojson,2.867,,48.0,",us2000j5zh,",5.2,mww,,us,,"192km NNE of Tobelo, Indonesia",0.84,416,",us,",reviewed,1547837519860,"M 5.2 - 192km NNE of Tobelo, Indonesia",1,earthquake,",geoserve,moment-tensor,origin,phase-data,",540,1554500460040,https://earthquake.usgs.gov/earthquakes/eventpage/us2000j5zh,Feature
719,"[-103.2277, 8.4296, 10]",Point,us2000j5sx,green,,2000j5sx,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us2000j5sx&format=geojson,10.149,,59.0,",us2000j5sx,",5.9,mww,0.0,us,,Northern East Pacific Rise,1.12,536,",us,",reviewed,1547829643570,M 5.9 - Northern East Pacific Rise,0,earthquake,",geoserve,losspager,moment-tensor,origin,phase-data,shakemap,",-420,1554500460040,https://earthquake.usgs.gov/earthquakes/eventpage/us2000j5sx,Feature
720,"[168.7446, -19.2036, 38.67]",Point,us2000j5qu,green,3.4,2000j5qu,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us2000j5qu&format=geojson,3.575,6.0,19.0,",us2000j5qu,",6.0,mww,0.0,us,,"66km NW of Isangel, Vanuatu",0.76,556,",us,",reviewed,1547817511030,"M 6.0 - 66km NW of Isangel, Vanuatu",0,earthquake,",dyfi,geoserve,ground-failure,losspager,moment-tensor,origin,phase-data,shakemap,",660,1554500460040,https://earthquake.usgs.gov/earthquakes/eventpage/us2000j5qu,Feature
721,"[140.5698, 35.8998, 49.97]",Point,us2000j5qm,,4.3,2000j5qm,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us2000j5qm&format=geojson,1.973,103.0,59.0,",us2000j5qm,",5.1,mww,,us,,"4km SSE of Itako, Japan",0.87,444,",us,",reviewed,1547815584200,"M 5.1 - 4km SSE of Itako, Japan",0,earthquake,",dyfi,geoserve,moment-tensor,origin,phase-data,",540,1554500460040,https://earthquake.usgs.gov/earthquakes/eventpage/us2000j5qm,Feature
722,"[12.6438, -52.5002, 10]",Point,us2000j5dv,,,2000j5dv,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us2000j5dv&format=geojson,20.427,,68.0,",us2000j5dv,",5.3,mb,,us,,Southwest of Africa,0.69,432,",us,",reviewed,1547763373780,M 5.3 - Southwest of Africa,0,earthquake,",geoserve,origin,phase-data,",60,1554500460040,https://earthquake.usgs.gov/earthquakes/eventpage/us2000j5dv,Feature
723,"[146.5021, -3.1956, 10]",Point,us2000j56c,green,,2000j56c,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us2000j56c&format=geojson,1.433,,16.0,",us2000j56c,",5.7,mww,0.0,us,,"155km SSW of Lorengau, Papua New Guinea",0.92,500,",us,",reviewed,1547743995730,"M 5.7 - 155km SSW of Lorengau, Papua New Guinea",0,earthquake,",geoserve,losspager,moment-tensor,origin,phase-data,shakemap,",600,1554500460040,https://earthquake.usgs.gov/earthquakes/eventpage/us2000j56c,Feature
724,"[146.4442, -3.0649, 10]",Point,us2000j54u,,,2000j54u,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us2000j54u&format=geojson,1.37,,51.0,",us2000j54u,",5.1,mb,,us,,"147km SW of Lorengau, Papua New Guinea",0.82,400,",us,",reviewed,1547740108570,"M 5.1 - 147km SW of Lorengau, Papua New Guinea",0,earthquake,",geoserve,origin,phase-data,",600,1554500459040,https://earthquake.usgs.gov/earthquakes/eventpage/us2000j54u,Feature
725,"[146.356, -3.1497, 10]",Point,us2000j54b,,,2000j54b,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us2000j54b&format=geojson,1.492,,50.0,",us2000j54b,",5.1,mb,,us,,"160km SW of Lorengau, Papua New Guinea",1.17,400,",us,",reviewed,1547738059900,"M 5.1 - 160km SW of Lorengau, Papua New Guinea",0,earthquake,",geoserve,origin,phase-data,",600,1554500459040,https://earthquake.usgs.gov/earthquakes/eventpage/us2000j54b,Feature
726,"[146.5888, -3.1026, 10]",Point,us2000jbwc,,,2000jbwc,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us2000jbwc&format=geojson,1.307,,133.0,",us2000jbwc,",5.0,mb,,us,,"141km SSW of Lorengau, Papua New Guinea",0.81,385,",us,",reviewed,1547737746760,"M 5.0 - 141km SSW of Lorengau, Papua New Guinea",0,earthquake,",geoserve,origin,phase-data,",600,1554500463040,https://earthquake.usgs.gov/earthquakes/eventpage/us2000jbwc,Feature
727,"[146.3889, -3.2307, 10]",Point,us2000j545,green,,2000j545,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us2000j545&format=geojson,1.531,,40.0,",us2000j545,",6.2,mww,3.867,us,,"165km SW of Lorengau, Papua New Guinea",1.01,591,",us,",reviewed,1547737595650,"M 6.2 - 165km SW of Lorengau, Papua New Guinea",0,earthquake,",geoserve,ground-failure,losspager,moment-tensor,origin,phase-data,shakemap,",600,1554500459040,https://earthquake.usgs.gov/earthquakes/eventpage/us2000j545,Feature
728,"[-114.1301, 29.6356, 10]",Point,us2000j517,,,2000j517,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us2000j517&format=geojson,1.53,,172.0,",us2000j517,",5.3,mww,,us,,"138km NNW of San Luis, Mexico",1.18,432,",us,",reviewed,1547729797110,"M 5.3 - 138km NNW of San Luis, Mexico",0,earthquake,",geoserve,moment-tensor,origin,phase-data,",-480,1554500459040,https://earthquake.usgs.gov/earthquakes/eventpage/us2000j517,Feature
729,"[68.1968, -4.1918, 10]",Point,us2000j50c,,,2000j50c,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us2000j50c&format=geojson,5.306,,107.0,",us2000j50c,",5.1,mb,,us,,Chagos Archipelago region,1.21,400,",us,",reviewed,1547722319950,M 5.1 - Chagos Archipelago region,0,earthquake,",geoserve,origin,phase-data,",300,1554500459040,https://earthquake.usgs.gov/earthquakes/eventpage/us2000j50c,Feature
730,"[167.3224, -14.3605, 182.41]",Point,us2000j4uz,,,2000j4uz,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us2000j4uz&format=geojson,7.714,,53.0,",us2000j4uz,",5.1,mb,,us,,"58km SSW of Sola, Vanuatu",0.93,400,",us,",reviewed,1547693688410,"M 5.1 - 58km SSW of Sola, Vanuatu",0,earthquake,",geoserve,origin,phase-data,",660,1554500459040,https://earthquake.usgs.gov/earthquakes/eventpage/us2000j4uz,Feature
731,"[94.3739, 7.4036, 88]",Point,us2000j4uw,green,,2000j4uw,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us2000j4uw&format=geojson,3.348,,25.0,",us2000j4uw,",5.4,mww,0.0,us,,"132km ESE of Mohean, India",0.91,449,",us,",reviewed,1547693586400,"M 5.4 - 132km ESE of Mohean, India",0,earthquake,",geoserve,losspager,moment-tensor,origin,phase-data,shakemap,",360,1554500459040,https://earthquake.usgs.gov/earthquakes/eventpage/us2000j4uw,Feature
732,"[128.6696, 3.5808, 10]",Point,us2000j4gk,,,2000j4gk,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us2000j4gk&format=geojson,3.079,,88.0,",us2000j4gk,",5.1,mb,,us,,"217km NNE of Tobelo, Indonesia",0.95,400,",us,",reviewed,1547635995150,"M 5.1 - 217km NNE of Tobelo, Indonesia",1,earthquake,",geoserve,origin,phase-data,",540,1554500458040,https://earthquake.usgs.gov/earthquakes/eventpage/us2000j4gk,Feature
733,"[128.6337, 3.4827, 11]",Point,us2000j4gj,green,,2000j4gj,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us2000j4gj&format=geojson,2.975,,72.0,",us2000j4gj,",5.5,mww,0.0,us,,"206km NNE of Tobelo, Indonesia",0.9,465,",us,",reviewed,1547635767270,"M 5.5 - 206km NNE of Tobelo, Indonesia",1,earthquake,",geoserve,losspager,moment-tensor,origin,phase-data,shakemap,",540,1554500458040,https://earthquake.usgs.gov/earthquakes/eventpage/us2000j4gj,Feature
734,"[-16.018, -43.829, 10]",Point,us2000j4fm,,,2000j4fm,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us2000j4fm&format=geojson,16.948,,85.0,",us2000j4fm,",5.1,mb,,us,,Southern Mid-Atlantic Ridge,1.16,400,",us,",reviewed,1547627577040,M 5.1 - Southern Mid-Atlantic Ridge,0,earthquake,",geoserve,origin,phase-data,",-60,1554500458040,https://earthquake.usgs.gov/earthquakes/eventpage/us2000j4fm,Feature
735,"[-173.3482, -15.1184, 10]",Point,us2000j4fa,,2.0,2000j4fa,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us2000j4fa&format=geojson,1.939,2.0,84.0,",us2000j4fa,",5.1,mb,,us,,"101km NNE of Hihifo, Tonga",1.15,401,",us,",reviewed,1547626617310,"M 5.1 - 101km NNE of Hihifo, Tonga",0,earthquake,",dyfi,geoserve,origin,phase-data,",-720,1554500458040,https://earthquake.usgs.gov/earthquakes/eventpage/us2000j4fa,Feature
736,"[169.0165, -21.7795, 10]",Point,us2000j4dx,green,3.1,2000j4dx,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us2000j4dx&format=geojson,2.406,1.0,27.0,",us2000j4dx,",5.3,mww,0.0,us,,"120km ESE of Tadine, New Caledonia",0.91,432,",us,",reviewed,1547611955310,"M 5.3 - 120km ESE of Tadine, New Caledonia",0,earthquake,",dyfi,geoserve,losspager,moment-tensor,origin,phase-data,shakemap,",660,1554500458040,https://earthquake.usgs.gov/earthquakes/eventpage/us2000j4dx,Feature
737,"[169.4063, -22.0616, 10]",Point,us2000j4cy,,,2000j4cy,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us2000j4cy&format=geojson,2.747,,104.0,",us2000j4cy,",5.1,mb,,us,,"167km ESE of Tadine, New Caledonia",1.02,400,",us,",reviewed,1547603461130,"M 5.1 - 167km ESE of Tadine, New Caledonia",0,earthquake,",geoserve,origin,phase-data,",660,1554500458040,https://earthquake.usgs.gov/earthquakes/eventpage/us2000j4cy,Feature
738,"[-79.0533, -8.9422, 57.59]",Point,us2000j481,,2.0,2000j481,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us2000j481&format=geojson,1.91,4.0,89.0,",us2000j481,",5.2,mb,,us,,"45km W of Puerto Santa, Peru",0.67,417,",us,",reviewed,1547583848530,"M 5.2 - 45km W of Puerto Santa, Peru",0,earthquake,",dyfi,geoserve,origin,phase-data,",-300,1554500458040,https://earthquake.usgs.gov/earthquakes/eventpage/us2000j481,Feature
739,"[126.8985, 5.8113, 61.83]",Point,us2000j47l,green,4.1,2000j47l,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us2000j47l&format=geojson,1.811,7.0,39.0,",us2000j47l,",5.7,mww,3.731,us,,"100km SE of Pondaguitan, Philippines",1.04,503,",us,",reviewed,1547582600260,"M 5.7 - 100km SE of Pondaguitan, Philippines",0,earthquake,",dyfi,geoserve,losspager,moment-tensor,origin,phase-data,shakemap,",480,1554500458040,https://earthquake.usgs.gov/earthquakes/eventpage/us2000j47l,Feature
740,"[166.8752, -13.336, 35]",Point,us2000j468,green,,2000j468,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us2000j468&format=geojson,7.818,,18.0,",pt19015000,at00pldwz2,us2000j468,",6.6,mww,3.804,us,,"94km NW of Sola, Vanuatu",0.75,670,",pt,at,us,",reviewed,1547575594300,"M 6.6 - 94km NW of Sola, Vanuatu",1,earthquake,",geoserve,ground-failure,impact-link,losspager,moment-tensor,origin,phase-data,shakemap,",660,1554500458040,https://earthquake.usgs.gov/earthquakes/eventpage/us2000j468,Feature
741,"[-86.6365, 11.2646, 28.16]",Point,us2000j40f,,2.2,2000j40f,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us2000j40f&format=geojson,0.918,8.0,69.0,",us2000j40f,",5.3,mww,,us,,"59km SSW of Masachapa, Nicaragua",1.08,434,",us,",reviewed,1547523663360,"M 5.3 - 59km SSW of Masachapa, Nicaragua",0,earthquake,",dyfi,geoserve,moment-tensor,origin,phase-data,",-360,1554500458040,https://earthquake.usgs.gov/earthquakes/eventpage/us2000j40f,Feature
742,"[146.5817, -5.9732, 35]",Point,us2000j3zy,,3.1,2000j3zy,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us2000j3zy&format=geojson,3.981,1.0,22.0,",us2000j3zy,",5.1,mb,,us,,"86km ENE of Kainantu, Papua New Guinea",0.63,400,",us,",reviewed,1547517535180,"M 5.1 - 86km ENE of Kainantu, Papua New Guinea",1,earthquake,",dyfi,geoserve,origin,phase-data,",600,1554500458040,https://earthquake.usgs.gov/earthquakes/eventpage/us2000j3zy,Feature
743,"[-70.6526, -17.6744, 96.3]",Point,us1000is4x,,,1000is4x,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us1000is4x&format=geojson,0.753,,160.0,",us1000is4x,",5.2,mb,,us,,"31km SSW of Ilabaya, Peru",0.71,416,",us,",reviewed,1547506088620,"M 5.2 - 31km SSW of Ilabaya, Peru",0,earthquake,",geoserve,origin,phase-data,",-300,1554238274040,https://earthquake.usgs.gov/earthquakes/eventpage/us1000is4x,Feature
744,"[139.8748, 36.1902, 53.43]",Point,us2000j3mh,,5.0,2000j3mh,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us2000j3mh&format=geojson,1.394,128.0,81.0,",us2000j3mh,",5.0,mb,,us,,"11km NW of Ishige, Japan",1.1,449,",us,",reviewed,1547439821040,"M 5.0 - 11km NW of Ishige, Japan",0,earthquake,",dyfi,geoserve,origin,phase-data,",540,1554238370040,https://earthquake.usgs.gov/earthquakes/eventpage/us2000j3mh,Feature
745,"[-174.2725, -22.6486, 10]",Point,us2000j3kk,,,2000j3kk,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us2000j3kk&format=geojson,5.398,,93.0,",us2000j3kk,",5.1,mb,,us,,"161km SSE of `Ohonua, Tonga",0.98,400,",us,",reviewed,1547415157120,"M 5.1 - 161km SSE of `Ohonua, Tonga",0,earthquake,",geoserve,origin,phase-data,",-720,1554238367040,https://earthquake.usgs.gov/earthquakes/eventpage/us2000j3kk,Feature
746,"[-150.0647, 61.2993, 44.8]",Point,ak019lrs7iu,green,5.4,019lrs7iu,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak019lrs7iu&format=geojson,,2376.0,,",at00pla3wj,ak019lrs7iu,us2000j3j9,",5.0,ml,4.75,ak,,"16km NW of Anchorage, Alaska",0.96,925,",at,ak,us,",reviewed,1547397955437,"M 5.0 - 16km NW of Anchorage, Alaska",1,earthquake,",dyfi,geoserve,ground-failure,impact-link,losspager,moment-tensor,origin,phase-data,shakemap,",-540,1554238362040,https://earthquake.usgs.gov/earthquakes/eventpage/ak019lrs7iu,Feature
747,"[161.3925, -10.0806, 92.77]",Point,us2000j3ir,,,2000j3ir,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us2000j3ir&format=geojson,1.56,,58.0,",us2000j3ir,",5.3,mb,,us,,"71km NW of Kirakira, Solomon Islands",0.77,432,",us,",reviewed,1547383214550,"M 5.3 - 71km NW of Kirakira, Solomon Islands",0,earthquake,",geoserve,origin,phase-data,",660,1554238361040,https://earthquake.usgs.gov/earthquakes/eventpage/us2000j3ir,Feature
748,"[45.3977, -12.7855, 10]",Point,us1000is2v,,,1000is2v,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us1000is2v&format=geojson,6.442,,65.0,",us1000is2v,",5.1,mb,,us,,"12km E of Pamandzi, Mayotte",0.57,400,",us,",reviewed,1547356535410,"M 5.1 - 12km E of Pamandzi, Mayotte",0,earthquake,",geoserve,origin,phase-data,",180,1554238264040,https://earthquake.usgs.gov/earthquakes/eventpage/us1000is2v,Feature
749,"[128.7477, 3.6734, 10]",Point,us2000j3et,,,2000j3et,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us2000j3et&format=geojson,3.195,,124.0,",us2000j3et,",5.0,mb,,us,,"230km NNE of Tobelo, Indonesia",0.71,385,",us,",reviewed,1547342416040,"M 5.0 - 230km NNE of Tobelo, Indonesia",1,earthquake,",geoserve,origin,phase-data,",540,1554238352040,https://earthquake.usgs.gov/earthquakes/eventpage/us2000j3et,Feature
750,"[128.6402, 3.623, 10]",Point,us2000j3es,,,2000j3es,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us2000j3es&format=geojson,3.104,,89.0,",us2000j3es,",5.2,mww,,us,,"220km NNE of Tobelo, Indonesia",1.0,416,",us,",reviewed,1547342178730,"M 5.2 - 220km NNE of Tobelo, Indonesia",1,earthquake,",geoserve,moment-tensor,origin,phase-data,",540,1554238351040,https://earthquake.usgs.gov/earthquakes/eventpage/us2000j3es,Feature
751,"[129.2095, -7.2344, 117.01]",Point,us2000j3e5,,,2000j3e5,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us2000j3e5&format=geojson,2.2,,29.0,",us2000j3e5,",5.0,mb,,us,,"245km WNW of Saumlaki, Indonesia",0.81,385,",us,",reviewed,1547329723360,"M 5.0 - 245km WNW of Saumlaki, Indonesia",1,earthquake,",geoserve,origin,phase-data,",540,1554238350040,https://earthquake.usgs.gov/earthquakes/eventpage/us2000j3e5,Feature
752,"[152.134, -5.7533, 27.37]",Point,us2000j9s9,,,2000j9s9,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us2000j9s9&format=geojson,1.552,,113.0,",us2000j9s9,",5.2,mb,,us,,"155km S of Kokopo, Papua New Guinea",0.84,416,",us,",reviewed,1547313322210,"M 5.2 - 155km S of Kokopo, Papua New Guinea",1,earthquake,",geoserve,origin,phase-data,",600,1554238421040,https://earthquake.usgs.gov/earthquakes/eventpage/us2000j9s9,Feature
753,"[152.2245, -5.8486, 10]",Point,us2000j3bz,,,2000j3bz,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us2000j3bz&format=geojson,1.647,,21.0,",us2000j3bz,",5.3,mww,,us,,"165km S of Kokopo, Papua New Guinea",0.88,432,",us,",reviewed,1547313197320,"M 5.3 - 165km S of Kokopo, Papua New Guinea",1,earthquake,",geoserve,moment-tensor,origin,phase-data,",600,1554238345040,https://earthquake.usgs.gov/earthquakes/eventpage/us2000j3bz,Feature
