name_model,description,owner,price,license,published_date,formats_available,list_categories,links_categories,list_tags,links_tags
Cloche table lamp ,"Cloche Table Lamp by Hay | 3d model produced by Design ConnectedThis 3d model is part of the highly acclaimed Design Connected collection featuring 6500+ carefully picked exclusive furnishings. Check out our full range of 3d models for more mid-century icons, contemporary classics and designer masterpieces.All Design Connected 3d models are originally created in 3ds Max and V-Ray renderer.Our in-house team of 3d artists handle all further remodelling, materials conversions and other adaptations to deliver best possible visual and technical quality of all the additional file formats and renderers we offer. Files units are centimeters and all models are accurately scaled to represent real-life object's dimensions.Our models come as a single editable mesh or poly object (or as group for rigged models or where displace modifier has been used) properly named and positioned in the center of coordinate system. No lights, cameras and render/scene setup are included unless otherwise stated in the particular model’s description.AVAILABLE FILE FORMATS- Sketchup  8 or above - Autodesk 3ds Max  2011 or above-- VRay-- Mental Ray-- Scanline-- Corona-- Maxwell- OBJ and FBX - Cinema4D  R16 or above-- Adv. / Physical-- V-Ray 1.9-- V-Ray 3.4ADDITIONAL FILE FORMATS UPON REQUEST- ARCHICAD R16 or above- Autodesk 3ds - Abvent Artlantis - Rhinoceros - Autodesk DWG - Maya - Lightwave - Collada PRODUCT DESCRIPTIONBrand: Hay, DenmarkDesigner: Lars Beller FjetlandDesign Connected ID: 8884BEFORE PURCHASEWe highly recommend that you download few of our FREE 3D MODELS and test if they work well with your 3d software before making a purchase.ABOUT THE IMAGERYPreviews rendered in 3dsMax using VRay. Please note that the studio scenes and light and environment settings are not included.SUPPORTIf you have any questions about how to use Design Connected 3d models, please contact us via Support.Thank you for purchasing Design Connected models!",Designconnected,Free, - Editorial Uses Only,2019-03-18,"['FBX ', 'Other ']","['3D Model', 'interior design', 'fixtures', 'lighting', 'lamp', 'table lamp']","['https://www.turbosquid.com/Search/3d-models', 'https://www.turbosquid.com/3d-model/interior-design', 'https://www.turbosquid.com/3d-model/fixtures', 'https://www.turbosquid.com/3d-model/lighting', 'https://www.turbosquid.com/3d-model/lamp', 'https://www.turbosquid.com/3d-model/table-lamp']","['Table-lights', 'Hay', 'Lars-Beller-Fjetland', 'Brass', 'Copper', 'Painted-metal', 'Contemporary-design', 'Living', 'Bedroom']","['https://www.turbosquid.com/Search/3D-Models/table-lights', 'https://www.turbosquid.com/Search/3D-Models/hay', 'https://www.turbosquid.com/Search/3D-Models/lars-beller-fjetland', 'https://www.turbosquid.com/Search/3D-Models/brass', 'https://www.turbosquid.com/Search/3D-Models/copper', 'https://www.turbosquid.com/Search/3D-Models/painted-metal', 'https://www.turbosquid.com/Search/3D-Models/contemporary-design', 'https://www.turbosquid.com/Search/3D-Models/living', 'https://www.turbosquid.com/Search/3D-Models/bedroom']"
Nelson night clock ,"Nelson Night Clock by Vitra | 3d model produced by Design ConnectedThis 3d model is part of the highly acclaimed Design Connected collection featuring 6500+ carefully picked exclusive furnishings. Check out our full range of 3d models for more mid-century icons, contemporary classics and designer masterpieces.All Design Connected 3d models are originally created in 3ds Max and V-Ray renderer.Our in-house team of 3d artists handle all further remodelling, materials conversions and other adaptations to deliver best possible visual and technical quality of all the additional file formats and renderers we offer. Files units are centimeters and all models are accurately scaled to represent real-life object's dimensions.Our models come as a single editable mesh or poly object (or as group for rigged models or where displace modifier has been used) properly named and positioned in the center of coordinate system. No lights, cameras and render/scene setup are included unless otherwise stated in the particular model’s description.AVAILABLE FILE FORMATS- Sketchup  8 or above - Autodesk 3ds Max  2011 or above-- VRay-- Mental Ray-- Scanline-- Corona-- Maxwell- OBJ and FBX - Cinema4D  R16 or above-- Adv. / Physical-- V-Ray 1.9-- V-Ray 3.4ADDITIONAL FILE FORMATS UPON REQUEST- ARCHICAD R16 or above- Autodesk 3ds - Abvent Artlantis - Rhinoceros - Autodesk DWG - Maya - Lightwave - Collada PRODUCT DESCRIPTIONBrand: Vitra, SwitzerlandDesigner: George NelsonDesign Connected ID: 8881BEFORE PURCHASEWe highly recommend that you download few of our FREE 3D MODELS and test if they work well with your 3d software before making a purchase.ABOUT THE IMAGERYPreviews rendered in 3dsMax using VRay. Please note that the studio scenes and light and environment settings are not included.SUPPORTIf you have any questions about how to use Design Connected 3d models, please contact us via Support.Thank you for purchasing Design Connected models!",Designconnected,Free, - Editorial Uses Only,2019-03-18,"['FBX ', 'Other ']","['3D Model', 'interior design', 'housewares', 'general decor', 'clock']","['https://www.turbosquid.com/Search/3d-models', 'https://www.turbosquid.com/3d-model/interior-design', 'https://www.turbosquid.com/3d-model/housewares', 'https://www.turbosquid.com/3d-model/general-decor', 'https://www.turbosquid.com/3d-model/clock']","['Clocks', 'Vitra', 'George-Nelson', 'Glass', 'Brass', 'Mid-Century-Modern', 'Bedroom']","['https://www.turbosquid.com/Search/3D-Models/clocks', 'https://www.turbosquid.com/Search/3D-Models/vitra', 'https://www.turbosquid.com/Search/3D-Models/george-nelson', 'https://www.turbosquid.com/Search/3D-Models/glass', 'https://www.turbosquid.com/Search/3D-Models/brass', 'https://www.turbosquid.com/Search/3D-Models/mid-century-modern', 'https://www.turbosquid.com/Search/3D-Models/bedroom']"
Eiffel wall lamp ,"Eiffel Wall Lamp by Frama | 3d model produced by Design ConnectedThis 3d model is part of the highly acclaimed Design Connected collection featuring 6500+ carefully picked exclusive furnishings. Check out our full range of 3d models for more mid-century icons, contemporary classics and designer masterpieces.All Design Connected 3d models are originally created in 3ds Max and V-Ray renderer.Our in-house team of 3d artists handle all further remodelling, materials conversions and other adaptations to deliver best possible visual and technical quality of all the additional file formats and renderers we offer. Files units are centimeters and all models are accurately scaled to represent real-life object's dimensions.Our models come as a single editable mesh or poly object (or as group for rigged models or where displace modifier has been used) properly named and positioned in the center of coordinate system. No lights, cameras and render/scene setup are included unless otherwise stated in the particular model’s description.AVAILABLE FILE FORMATS- Sketchup  8 or above - Autodesk 3ds Max  2011 or above-- VRay-- Mental Ray-- Scanline-- Corona-- Maxwell- OBJ and FBX - Cinema4D  R16 or above-- Adv. / Physical-- V-Ray 1.9-- V-Ray 3.4ADDITIONAL FILE FORMATS UPON REQUEST- ARCHICAD R16 or above- Autodesk 3ds - Abvent Artlantis - Rhinoceros - Autodesk DWG - Maya - Lightwave - Collada PRODUCT DESCRIPTIONBrand: Frama, DenmarkDesigner:  Krøyer - Sætter - LassenDesign Connected ID: 8880BEFORE PURCHASEWe highly recommend that you download few of our FREE 3D MODELS and test if they work well with your 3d software before making a purchase.ABOUT THE IMAGERYPreviews rendered in 3dsMax using VRay. Please note that the studio scenes and light and environment settings are not included.SUPPORTIf you have any questions about how to use Design Connected 3d models, please contact us via Support.Thank you for purchasing Design Connected models!",Designconnected,Free, - Editorial Uses Only,2019-03-18,"['FBX ', 'Other ']","['3D Model', 'interior design', 'fixtures', 'lighting', 'wall lighting', 'sconce']","['https://www.turbosquid.com/Search/3d-models', 'https://www.turbosquid.com/3d-model/interior-design', 'https://www.turbosquid.com/3d-model/fixtures', 'https://www.turbosquid.com/3d-model/lighting', 'https://www.turbosquid.com/3d-model/wall-lighting', 'https://www.turbosquid.com/3d-model/sconce']","['Wall-lights', 'Frama', '-Krøyer---Sætter---Lassen', 'Colored-glass', 'Painted-metal', 'Contemporary-design', 'Living', 'Bedroom']","['https://www.turbosquid.com/Search/3D-Models/wall-lights', 'https://www.turbosquid.com/Search/3D-Models/frama', 'https://www.turbosquid.com/Search/3D-Models/-kr%c3%b8yer---s%c3%a6tter---lassen', 'https://www.turbosquid.com/Search/3D-Models/colored-glass', 'https://www.turbosquid.com/Search/3D-Models/painted-metal', 'https://www.turbosquid.com/Search/3D-Models/contemporary-design', 'https://www.turbosquid.com/Search/3D-Models/living', 'https://www.turbosquid.com/Search/3D-Models/bedroom']"
Pull floor lamp,"Pull Floor Lamp by Muuto | 3d model produced by Design ConnectedThis 3d model is part of the highly acclaimed Design Connected collection featuring 6500+ carefully picked exclusive furnishings. Check out our full range of 3d models for more mid-century icons, contemporary classics and designer masterpieces.All Design Connected 3d models are originally created in 3ds Max and V-Ray renderer.Our in-house team of 3d artists handle all further remodelling, materials conversions and other adaptations to deliver best possible visual and technical quality of all the additional file formats and renderers we offer. Files units are centimeters and all models are accurately scaled to represent real-life object's dimensions.Our models come as a single editable mesh or poly object (or as group for rigged models or where displace modifier has been used) properly named and positioned in the center of coordinate system. No lights, cameras and render/scene setup are included unless otherwise stated in the particular model’s description.AVAILABLE FILE FORMATS- Sketchup  8 or above - Autodesk 3ds Max  2011 or above-- VRay-- Mental Ray-- Scanline-- Corona-- Maxwell- OBJ and FBX - Cinema4D  R16 or above-- Adv. / Physical-- V-Ray 1.9-- V-Ray 3.4ADDITIONAL FILE FORMATS UPON REQUEST- ARCHICAD R16 or above- Autodesk 3ds - Abvent Artlantis - Rhinoceros - Autodesk DWG - Maya - Lightwave - Collada PRODUCT DESCRIPTIONBrand: Muuto, DenmarkDesigner: Whatswhat Design Connected ID: 8865BEFORE PURCHASEWe highly recommend that you download few of our FREE 3D MODELS and test if they work well with your 3d software before making a purchase.ABOUT THE IMAGERYPreviews rendered in 3dsMax using VRay. Please note that the studio scenes and light and environment settings are not included.SUPPORTIf you have any questions about how to use Design Connected 3d models, please contact us via Support.Thank you for purchasing Design Connected models!",Designconnected,Free, - Editorial Uses Only,2019-03-18,"['FBX ', 'Other ']","['3D Model', 'interior design', 'fixtures', 'lighting', 'lamp', 'floor lamp']","['https://www.turbosquid.com/Search/3d-models', 'https://www.turbosquid.com/3d-model/interior-design', 'https://www.turbosquid.com/3d-model/fixtures', 'https://www.turbosquid.com/3d-model/lighting', 'https://www.turbosquid.com/3d-model/lamp', 'https://www.turbosquid.com/3d-model/floor-lamp']","['Floor-lights', 'Muuto', 'Whatswhat-', 'Solid-wood', 'Painted-metal', 'Scandinavian-design', 'Contemporary-design', 'Living', 'Bedroom']","['https://www.turbosquid.com/Search/3D-Models/floor-lights', 'https://www.turbosquid.com/Search/3D-Models/muuto', 'https://www.turbosquid.com/Search/3D-Models/whatswhat-', 'https://www.turbosquid.com/Search/3D-Models/solid-wood', 'https://www.turbosquid.com/Search/3D-Models/painted-metal', 'https://www.turbosquid.com/Search/3D-Models/scandinavian-design', 'https://www.turbosquid.com/Search/3D-Models/contemporary-design', 'https://www.turbosquid.com/Search/3D-Models/living', 'https://www.turbosquid.com/Search/3D-Models/bedroom']"
Jwda table lamp,"JWDA Table Lamp by Menu | 3d model produced by Design ConnectedThis 3d model is part of the highly acclaimed Design Connected collection featuring 6500+ carefully picked exclusive furnishings. Check out our full range of 3d models for more mid-century icons, contemporary classics and designer masterpieces.All Design Connected 3d models are originally created in 3ds Max and V-Ray renderer.Our in-house team of 3d artists handle all further remodelling, materials conversions and other adaptations to deliver best possible visual and technical quality of all the additional file formats and renderers we offer. Files units are centimeters and all models are accurately scaled to represent real-life object's dimensions.Our models come as a single editable mesh or poly object (or as group for rigged models or where displace modifier has been used) properly named and positioned in the center of coordinate system. No lights, cameras and render/scene setup are included unless otherwise stated in the particular model’s description.AVAILABLE FILE FORMATS- Sketchup  8 or above - Autodesk 3ds Max  2011 or above-- VRay-- Mental Ray-- Scanline-- Corona-- Maxwell- OBJ and FBX - Cinema4D  R16 or above-- Adv. / Physical-- V-Ray 1.9-- V-Ray 3.4ADDITIONAL FILE FORMATS UPON REQUEST- ARCHICAD R16 or above- Autodesk 3ds - Abvent Artlantis - Rhinoceros - Autodesk DWG - Maya - Lightwave - Collada PRODUCT DESCRIPTIONBrand: Menu, DenmarkDesigner: Jonas WagellDesign Connected ID: 8862BEFORE PURCHASEWe highly recommend that you download few of our FREE 3D MODELS and test if they work well with your 3d software before making a purchase.ABOUT THE IMAGERYPreviews rendered in 3dsMax using VRay. Please note that the studio scenes and light and environment settings are not included.SUPPORTIf you have any questions about how to use Design Connected 3d models, please contact us via Support.Thank you for purchasing Design Connected models!",Designconnected,Free, - Editorial Uses Only,2019-03-18,"['FBX ', 'Other ']","['3D Model', 'interior design', 'fixtures', 'lighting', 'lamp', 'table lamp']","['https://www.turbosquid.com/Search/3d-models', 'https://www.turbosquid.com/3d-model/interior-design', 'https://www.turbosquid.com/3d-model/fixtures', 'https://www.turbosquid.com/3d-model/lighting', 'https://www.turbosquid.com/3d-model/lamp', 'https://www.turbosquid.com/3d-model/table-lamp']","['Table-lights', 'Menu', 'Jonas-Wagell', 'Natural-stone', 'Contemporary-design', 'Living', 'Bedroom']","['https://www.turbosquid.com/Search/3D-Models/table-lights', 'https://www.turbosquid.com/Search/3D-Models/menu', 'https://www.turbosquid.com/Search/3D-Models/jonas-wagell', 'https://www.turbosquid.com/Search/3D-Models/natural-stone', 'https://www.turbosquid.com/Search/3D-Models/contemporary-design', 'https://www.turbosquid.com/Search/3D-Models/living', 'https://www.turbosquid.com/Search/3D-Models/bedroom']"
Small table d.555.1 ,"Small Table D.555.1 by Molteni & C | 3d model produced by Design ConnectedThis 3d model is part of the highly acclaimed Design Connected collection featuring 6500+ carefully picked exclusive furnishings. Check out our full range of 3d models for more mid-century icons, contemporary classics and designer masterpieces.All Design Connected 3d models are originally created in 3ds Max and V-Ray renderer.Our in-house team of 3d artists handle all further remodelling, materials conversions and other adaptations to deliver best possible visual and technical quality of all the additional file formats and renderers we offer. Files units are centimeters and all models are accurately scaled to represent real-life object's dimensions.Our models come as a single editable mesh or poly object (or as group for rigged models or where displace modifier has been used) properly named and positioned in the center of coordinate system. No lights, cameras and render/scene setup are included unless otherwise stated in the particular model’s description.AVAILABLE FILE FORMATS- Sketchup  8 or above - Autodesk 3ds Max  2011 or above-- VRay-- Mental Ray-- Scanline-- Corona-- Maxwell- OBJ and FBX - Cinema4D  R16 or above-- Adv. / Physical-- V-Ray 1.9-- V-Ray 3.4ADDITIONAL FILE FORMATS UPON REQUEST- ARCHICAD R16 or above- Autodesk 3ds - Abvent Artlantis - Rhinoceros - Autodesk DWG - Maya - Lightwave - Collada PRODUCT DESCRIPTIONBrand: Molteni & C, ItalyDesigner: Gio PontiDesign Connected ID: 8859BEFORE PURCHASEWe highly recommend that you download few of our FREE 3D MODELS and test if they work well with your 3d software before making a purchase.ABOUT THE IMAGERYPreviews rendered in 3dsMax using VRay. Please note that the studio scenes and light and environment settings are not included.SUPPORTIf you have any questions about how to use Design Connected 3d models, please contact us via Support.Thank you for purchasing Design Connected models!",Designconnected,Free, - Editorial Uses Only,2019-03-18,"['FBX ', 'Other ']","['3D Model', 'furnishings', 'table', 'coffee table']","['https://www.turbosquid.com/Search/3d-models', 'https://www.turbosquid.com/3d-model/furnishings', 'https://www.turbosquid.com/3d-model/table', 'https://www.turbosquid.com/3d-model/coffee-table']","['Coffee-tables', 'Molteni-and-C', 'Gio-Ponti', 'Glass', 'Painted-metal', 'Mid-Century-Modern', 'Living']","['https://www.turbosquid.com/Search/3D-Models/coffee-tables', 'https://www.turbosquid.com/Search/3D-Models/molteni-and-c', 'https://www.turbosquid.com/Search/3D-Models/gio-ponti', 'https://www.turbosquid.com/Search/3D-Models/glass', 'https://www.turbosquid.com/Search/3D-Models/painted-metal', 'https://www.turbosquid.com/Search/3D-Models/mid-century-modern', 'https://www.turbosquid.com/Search/3D-Models/living']"
Fuwl cage table ,"Fuwl Cage Table by Menu | 3d model produced by Design ConnectedThis 3d model is part of the highly acclaimed Design Connected collection featuring 6500+ carefully picked exclusive furnishings. Check out our full range of 3d models for more mid-century icons, contemporary classics and designer masterpieces.All Design Connected 3d models are originally created in 3ds Max and V-Ray renderer.Our in-house team of 3d artists handle all further remodelling, materials conversions and other adaptations to deliver best possible visual and technical quality of all the additional file formats and renderers we offer. Files units are centimeters and all models are accurately scaled to represent real-life object's dimensions.Our models come as a single editable mesh or poly object (or as group for rigged models or where displace modifier has been used) properly named and positioned in the center of coordinate system. No lights, cameras and render/scene setup are included unless otherwise stated in the particular model’s description.AVAILABLE FILE FORMATS- Sketchup  8 or above - Autodesk 3ds Max  2011 or above-- VRay-- Mental Ray-- Scanline-- Corona-- Maxwell- OBJ and FBX - Cinema4D  R16 or above-- Adv. / Physical-- V-Ray 1.9-- V-Ray 3.4ADDITIONAL FILE FORMATS UPON REQUEST- ARCHICAD R16 or above- Autodesk 3ds - Abvent Artlantis - Rhinoceros - Autodesk DWG - Maya - Lightwave - Collada PRODUCT DESCRIPTIONBrand: Menu, DenmarkDesigner: Form Us With Love Design Connected ID: 8851BEFORE PURCHASEWe highly recommend that you download few of our FREE 3D MODELS and test if they work well with your 3d software before making a purchase.ABOUT THE IMAGERYPreviews rendered in 3dsMax using VRay. Please note that the studio scenes and light and environment settings are not included.SUPPORTIf you have any questions about how to use Design Connected 3d models, please contact us via Support.Thank you for purchasing Design Connected models!",Designconnected,Free, - Editorial Uses Only,2019-03-18,"['FBX ', 'Other ']","['3D Model', 'furnishings', 'table', 'end table']","['https://www.turbosquid.com/Search/3d-models', 'https://www.turbosquid.com/3d-model/furnishings', 'https://www.turbosquid.com/3d-model/table', 'https://www.turbosquid.com/3d-model/end-table']","['Coffee-tables', 'Menu', 'Form-Us-With-Love-', 'Solid-wood', 'Natural-stone', 'Painted-metal', 'Scandinavian-design', 'Living']","['https://www.turbosquid.com/Search/3D-Models/coffee-tables', 'https://www.turbosquid.com/Search/3D-Models/menu', 'https://www.turbosquid.com/Search/3D-Models/form-us-with-love-', 'https://www.turbosquid.com/Search/3D-Models/solid-wood', 'https://www.turbosquid.com/Search/3D-Models/natural-stone', 'https://www.turbosquid.com/Search/3D-Models/painted-metal', 'https://www.turbosquid.com/Search/3D-Models/scandinavian-design', 'https://www.turbosquid.com/Search/3D-Models/living']"
Moon lounge table ,"Moon Lounge Table by Gubi | 3d model produced by Design ConnectedThis 3d model is part of the highly acclaimed Design Connected collection featuring 6500+ carefully picked exclusive furnishings. Check out our full range of 3d models for more mid-century icons, contemporary classics and designer masterpieces.All Design Connected 3d models are originally created in 3ds Max and V-Ray renderer.Our in-house team of 3d artists handle all further remodelling, materials conversions and other adaptations to deliver best possible visual and technical quality of all the additional file formats and renderers we offer. Files units are centimeters and all models are accurately scaled to represent real-life object's dimensions.Our models come as a single editable mesh or poly object (or as group for rigged models or where displace modifier has been used) properly named and positioned in the center of coordinate system. No lights, cameras and render/scene setup are included unless otherwise stated in the particular model’s description.AVAILABLE FILE FORMATS- Sketchup  8 or above - Autodesk 3ds Max  2011 or above-- VRay-- Mental Ray-- Scanline-- Corona-- Maxwell- OBJ and FBX - Cinema4D  R16 or above-- Adv. / Physical-- V-Ray 1.9-- V-Ray 3.4ADDITIONAL FILE FORMATS UPON REQUEST- ARCHICAD R16 or above- Autodesk 3ds - Abvent Artlantis - Rhinoceros - Autodesk DWG - Maya - Lightwave - Collada PRODUCT DESCRIPTIONBrand: Gubi, DenmarkDesigner:  SPACE CopenhagenDesign Connected ID: 8836BEFORE PURCHASEWe highly recommend that you download few of our FREE 3D MODELS and test if they work well with your 3d software before making a purchase.ABOUT THE IMAGERYPreviews rendered in 3dsMax using VRay. Please note that the studio scenes and light and environment settings are not included.SUPPORTIf you have any questions about how to use Design Connected 3d models, please contact us via Support.Thank you for purchasing Design Connected models!",Designconnected,Free, - Editorial Uses Only,2019-03-18,"['FBX ', 'Other ']","['3D Model', 'furnishings', 'table', 'end table']","['https://www.turbosquid.com/Search/3d-models', 'https://www.turbosquid.com/3d-model/furnishings', 'https://www.turbosquid.com/3d-model/table', 'https://www.turbosquid.com/3d-model/end-table']","['Occasional-tables', 'Side-tables', 'Gubi', '-SPACE-Copenhagen', 'Solid-wood', 'Natural-stone', 'Scandinavian-design', 'Living']","['https://www.turbosquid.com/Search/3D-Models/occasional-tables', 'https://www.turbosquid.com/Search/3D-Models/side-tables', 'https://www.turbosquid.com/Search/3D-Models/gubi', 'https://www.turbosquid.com/Search/3D-Models/-space-copenhagen', 'https://www.turbosquid.com/Search/3D-Models/solid-wood', 'https://www.turbosquid.com/Search/3D-Models/natural-stone', 'https://www.turbosquid.com/Search/3D-Models/scandinavian-design', 'https://www.turbosquid.com/Search/3D-Models/living']"
Eclisse table lamp ,"Eclisse Table Lamp by Artemide | 3d model produced by Design ConnectedThis 3d model is part of the highly acclaimed Design Connected collection featuring 6500+ carefully picked exclusive furnishings. Check out our full range of 3d models for more mid-century icons, contemporary classics and designer masterpieces.All Design Connected 3d models are originally created in 3ds Max and V-Ray renderer.Our in-house team of 3d artists handle all further remodelling, materials conversions and other adaptations to deliver best possible visual and technical quality of all the additional file formats and renderers we offer. Files units are centimeters and all models are accurately scaled to represent real-life object's dimensions.Our models come as a single editable mesh or poly object (or as group for rigged models or where displace modifier has been used) properly named and positioned in the center of coordinate system. No lights, cameras and render/scene setup are included unless otherwise stated in the particular model’s description.AVAILABLE FILE FORMATS- Sketchup  8 or above - Autodesk 3ds Max  2011 or above-- VRay-- Mental Ray-- Scanline-- Corona-- Maxwell- OBJ and FBX - Cinema4D  R16 or above-- Adv. / Physical-- V-Ray 1.9-- V-Ray 3.4ADDITIONAL FILE FORMATS UPON REQUEST- ARCHICAD R16 or above- Autodesk 3ds - Abvent Artlantis - Rhinoceros - Autodesk DWG - Maya - Lightwave - Collada PRODUCT DESCRIPTIONBrand: Artemide, ItalyDesigner: Vico MagistrettiDesign Connected ID: 8834BEFORE PURCHASEWe highly recommend that you download few of our FREE 3D MODELS and test if they work well with your 3d software before making a purchase.ABOUT THE IMAGERYPreviews rendered in 3dsMax using VRay. Please note that the studio scenes and light and environment settings are not included.SUPPORTIf you have any questions about how to use Design Connected 3d models, please contact us via Support.Thank you for purchasing Design Connected models!",Designconnected,Free, - Editorial Uses Only,2019-03-18,['FBX '],"['3D Model', 'interior design', 'fixtures', 'lighting', 'lamp', 'table lamp']","['https://www.turbosquid.com/Search/3d-models', 'https://www.turbosquid.com/3d-model/interior-design', 'https://www.turbosquid.com/3d-model/fixtures', 'https://www.turbosquid.com/3d-model/lighting', 'https://www.turbosquid.com/3d-model/lamp', 'https://www.turbosquid.com/3d-model/table-lamp']","['Table-lights', 'Artemide', 'Vico-Magistretti', 'Painted-metal', 'Mid-Century-Modern', 'Living', 'Office', 'Bedroom']","['https://www.turbosquid.com/Search/3D-Models/table-lights', 'https://www.turbosquid.com/Search/3D-Models/artemide', 'https://www.turbosquid.com/Search/3D-Models/vico-magistretti', 'https://www.turbosquid.com/Search/3D-Models/painted-metal', 'https://www.turbosquid.com/Search/3D-Models/mid-century-modern', 'https://www.turbosquid.com/Search/3D-Models/living', 'https://www.turbosquid.com/Search/3D-Models/office', 'https://www.turbosquid.com/Search/3D-Models/bedroom']"
Grace trolley ,"Grace Trolley by Schönbuch | 3d model produced by Design ConnectedThis 3d model is part of the highly acclaimed Design Connected collection featuring 6500+ carefully picked exclusive furnishings. Check out our full range of 3d models for more mid-century icons, contemporary classics and designer masterpieces.All Design Connected 3d models are originally created in 3ds Max and V-Ray renderer.Our in-house team of 3d artists handle all further remodelling, materials conversions and other adaptations to deliver best possible visual and technical quality of all the additional file formats and renderers we offer. Files units are centimeters and all models are accurately scaled to represent real-life object's dimensions.Our models come as a single editable mesh or poly object (or as group for rigged models or where displace modifier has been used) properly named and positioned in the center of coordinate system. No lights, cameras and render/scene setup are included unless otherwise stated in the particular model’s description.AVAILABLE FILE FORMATS- Sketchup  8 or above - Autodesk 3ds Max  2011 or above-- VRay-- Mental Ray-- Scanline-- Corona-- Maxwell- OBJ and FBX - Cinema4D  R16 or above-- Adv. / Physical-- V-Ray 1.9-- V-Ray 3.4ADDITIONAL FILE FORMATS UPON REQUEST- ARCHICAD R16 or above- Autodesk 3ds - Abvent Artlantis - Rhinoceros - Autodesk DWG - Maya - Lightwave - Collada PRODUCT DESCRIPTIONBrand: Schönbuch, GermanyDesigner: Sebastian HerknerDesign Connected ID: 8825BEFORE PURCHASEWe highly recommend that you download few of our FREE 3D MODELS and test if they work well with your 3d software before making a purchase.ABOUT THE IMAGERYPreviews rendered in 3dsMax using VRay. Please note that the studio scenes and light and environment settings are not included.SUPPORTIf you have any questions about how to use Design Connected 3d models, please contact us via Support.Thank you for purchasing Design Connected models!",Designconnected,Free, - Editorial Uses Only,2019-03-18,"['FBX ', 'Other ']","['3D Model', 'furnishings', 'kitchen cart']","['https://www.turbosquid.com/Search/3d-models', 'https://www.turbosquid.com/3d-model/furnishings', 'https://www.turbosquid.com/3d-model/kitchen-cart']","['Occasional-tables', 'Trays', 'Schönbuch', 'Sebastian-Herkner', 'Plywood', 'Painted-metal', 'Contemporary-design', 'Dining', 'Kitchen', 'Living']","['https://www.turbosquid.com/Search/3D-Models/occasional-tables', 'https://www.turbosquid.com/Search/3D-Models/trays', 'https://www.turbosquid.com/Search/3D-Models/sch%c3%b6nbuch', 'https://www.turbosquid.com/Search/3D-Models/sebastian-herkner', 'https://www.turbosquid.com/Search/3D-Models/plywood', 'https://www.turbosquid.com/Search/3D-Models/painted-metal', 'https://www.turbosquid.com/Search/3D-Models/contemporary-design', 'https://www.turbosquid.com/Search/3D-Models/dining', 'https://www.turbosquid.com/Search/3D-Models/kitchen', 'https://www.turbosquid.com/Search/3D-Models/living']"
Tama console,"Tama Console by Gallotti & Radice | 3d model produced by Design ConnectedThis 3d model is part of the highly acclaimed Design Connected collection featuring 6500+ carefully picked exclusive furnishings. Check out our full range of 3d models for more mid-century icons, contemporary classics and designer masterpieces.All Design Connected 3d models are originally created in 3ds Max and V-Ray renderer.Our in-house team of 3d artists handle all further remodelling, materials conversions and other adaptations to deliver best possible visual and technical quality of all the additional file formats and renderers we offer. Files units are centimeters and all models are accurately scaled to represent real-life object's dimensions.Our models come as a single editable mesh or poly object (or as group for rigged models or where displace modifier has been used) properly named and positioned in the center of coordinate system. No lights, cameras and render/scene setup are included unless otherwise stated in the particular model’s description.AVAILABLE FILE FORMATS- Sketchup  8 or above - Autodesk 3ds Max  2011 or above-- VRay-- Mental Ray-- Scanline-- Corona-- Maxwell- OBJ and FBX - Cinema4D  R16 or above-- Adv. / Physical-- V-Ray 1.9-- V-Ray 3.4ADDITIONAL FILE FORMATS UPON REQUEST- ARCHICAD R16 or above- Autodesk 3ds - Abvent Artlantis - Rhinoceros - Autodesk DWG - Maya - Lightwave - Collada PRODUCT DESCRIPTIONBrand: Gallotti & Radice, ItalyDesigner: Carlo ColomboDesign Connected ID: 8824BEFORE PURCHASEWe highly recommend that you download few of our FREE 3D MODELS and test if they work well with your 3d software before making a purchase.ABOUT THE IMAGERYPreviews rendered in 3dsMax using VRay. Please note that the studio scenes and light and environment settings are not included.SUPPORTIf you have any questions about how to use Design Connected 3d models, please contact us via Support.Thank you for purchasing Design Connected models!",Designconnected,Free, - Editorial Uses Only,2019-03-18,"['FBX ', 'Other ']","['3D Model', 'furnishings', 'table', 'console table']","['https://www.turbosquid.com/Search/3d-models', 'https://www.turbosquid.com/3d-model/furnishings', 'https://www.turbosquid.com/3d-model/table', 'https://www.turbosquid.com/3d-model/console-table']","['Console-tables', 'Gallotti-and-Radice', 'Carlo-Colombo', 'Solid-wood', 'Painted-metal', 'Contemporary-design', 'Modern-luxury', 'Living', 'Bedroom']","['https://www.turbosquid.com/Search/3D-Models/console-tables', 'https://www.turbosquid.com/Search/3D-Models/gallotti-and-radice', 'https://www.turbosquid.com/Search/3D-Models/carlo-colombo', 'https://www.turbosquid.com/Search/3D-Models/solid-wood', 'https://www.turbosquid.com/Search/3D-Models/painted-metal', 'https://www.turbosquid.com/Search/3D-Models/contemporary-design', 'https://www.turbosquid.com/Search/3D-Models/modern-luxury', 'https://www.turbosquid.com/Search/3D-Models/living', 'https://www.turbosquid.com/Search/3D-Models/bedroom']"
