aliases,allegiances,books,born,culture,died,father,gender,mother,name,playedBy,povBooks,spouse,titles,tvSeries,url
['Has no known aliases'],[],"['https://www.anapioficeandfire.com/api/books/3', 'https://www.anapioficeandfire.com/api/books/5']",,,,,Female,,Sharna,[''],[],https://www.anapioficeandfire.com/api/characters/1518,['Has no title'],[''],https://www.anapioficeandfire.com/api/characters/1941
['Has no known aliases'],[],['https://www.anapioficeandfire.com/api/books/1'],,,,,Female,,Shella,[''],[],,['Has no title'],[''],https://www.anapioficeandfire.com/api/characters/1942
['Has no known aliases'],[],['https://www.anapioficeandfire.com/api/books/3'],,,,,Male,,Sherrit,[''],[],,['King'],[''],https://www.anapioficeandfire.com/api/characters/1943
['Has no known aliases'],['https://www.anapioficeandfire.com/api/houses/378'],"['https://www.anapioficeandfire.com/api/books/6', 'https://www.anapioficeandfire.com/api/books/8', 'https://www.anapioficeandfire.com/api/books/11']",In or between 178 AC and 184 AC,Westeros,,,Female,,Shiera Seastar,[''],[],,['Has no title'],[''],https://www.anapioficeandfire.com/api/characters/1944
['Has no known aliases'],['https://www.anapioficeandfire.com/api/houses/229'],['https://www.anapioficeandfire.com/api/books/5'],,,,,Male,,Shortear,[''],[],,['Has no title'],[''],https://www.anapioficeandfire.com/api/characters/1945
['Has no known aliases'],['https://www.anapioficeandfire.com/api/houses/362'],"['https://www.anapioficeandfire.com/api/books/2', 'https://www.anapioficeandfire.com/api/books/5']",,Northmen,,,Female,,Shyra,[''],[],,['Has no title'],[''],https://www.anapioficeandfire.com/api/characters/1946
['Sigrin the Shipwright'],['https://www.anapioficeandfire.com/api/houses/169'],"['https://www.anapioficeandfire.com/api/books/2', 'https://www.anapioficeandfire.com/api/books/3']",,Ironborn,,,Male,,Sigrin,[''],[],,['Has no title'],[''],https://www.anapioficeandfire.com/api/characters/1947
"['The Shavepate', 'Skahaz Shavepate']",['https://www.anapioficeandfire.com/api/houses/378'],['https://www.anapioficeandfire.com/api/books/8'],At Meereen,Ghiscari,,,Male,,Skahaz mo Kandaq,[''],[],,['Has no title'],[''],https://www.anapioficeandfire.com/api/characters/1948
['Has no known aliases'],['https://www.anapioficeandfire.com/api/houses/34'],['https://www.anapioficeandfire.com/api/books/8'],,,,,Male,,Skinner,[''],[],,['Has no title'],[''],https://www.anapioficeandfire.com/api/characters/1949
['Has no known aliases'],['https://www.anapioficeandfire.com/api/houses/362'],['https://www.anapioficeandfire.com/api/books/2'],,Northmen,,,Male,,Skittrick,[''],[],,['Has no title'],[''],https://www.anapioficeandfire.com/api/characters/1950
['Has no known aliases'],[],['https://www.anapioficeandfire.com/api/books/3'],,,,,Female,,Sky Blue Su,[''],[],,['Has no title'],[''],https://www.anapioficeandfire.com/api/characters/1951
['Has no known aliases'],[],"['https://www.anapioficeandfire.com/api/books/2', 'https://www.anapioficeandfire.com/api/books/3', 'https://www.anapioficeandfire.com/api/books/5']",,Ironborn,,,Male,,Skyte,[''],[],,['Has no title'],[''],https://www.anapioficeandfire.com/api/characters/1952
['Has no known aliases'],[],['https://www.anapioficeandfire.com/api/books/5'],,Braavosi,,,Female,,Sloey,[''],[],,['Has no title'],[''],https://www.anapioficeandfire.com/api/characters/1953
['Cheese-for-wits'],[],"['https://www.anapioficeandfire.com/api/books/3', 'https://www.anapioficeandfire.com/api/books/5', 'https://www.anapioficeandfire.com/api/books/8']",,,"In 299 AC, at Beyond the Wall",,Male,,Small Paul,[''],[],,['Has no title'],[''],https://www.anapioficeandfire.com/api/characters/1954
['Has no known aliases'],[],['https://www.anapioficeandfire.com/api/books/3'],,,"In 299 AC, at Beyond the Wall",,Male,,Softfoot,[''],[],,['Has no title'],[''],https://www.anapioficeandfire.com/api/characters/1955
['Has no known aliases'],[],['https://www.anapioficeandfire.com/api/books/8'],,Free Folk,,,Male,,Soren,[''],[],,['Has no title'],[''],https://www.anapioficeandfire.com/api/characters/1956
['Has no known aliases'],[],"['https://www.anapioficeandfire.com/api/books/3', 'https://www.anapioficeandfire.com/api/books/5', 'https://www.anapioficeandfire.com/api/books/8']",,,,,Male,,Spare Boot,[''],[],,['Has no title'],[''],https://www.anapioficeandfire.com/api/characters/1957
['Has no known aliases'],[],['https://www.anapioficeandfire.com/api/books/8'],,Ghiscari,,,Male,,Spotted Cat,[''],[],,['Has no title'],[''],https://www.anapioficeandfire.com/api/characters/1958
['Spotted Pate of Maidenpool'],[],['https://www.anapioficeandfire.com/api/books/3'],,,"In 299 AC, at Castle Black",,Male,,Spotted Pate,[''],[],,['Has no title'],[''],https://www.anapioficeandfire.com/api/characters/1959
['Has no known aliases'],['https://www.anapioficeandfire.com/api/houses/169'],['https://www.anapioficeandfire.com/api/books/2'],,,"In 299 AC, at Winterfell",,Male,,Squint,[''],[],,['Has no title'],[''],https://www.anapioficeandfire.com/api/characters/1960
['Has no known aliases'],[],['https://www.anapioficeandfire.com/api/books/8'],At Beyond the Wall,Free Folk,"In 300 AC, at Winterfell",,Female,,Squirrel,[''],[],,['Has no title'],[''],https://www.anapioficeandfire.com/api/characters/1961
['Has no known aliases'],[],['https://www.anapioficeandfire.com/api/books/8'],,,"In 300 AC, at Meereen",,Male,,Stalwart Shield,[''],[],,['Has no title'],[''],https://www.anapioficeandfire.com/api/characters/1962
"['The King in the Narrow Sea', 'The King of the Painted Table', 'The King of Dragonstone', 'The King at the Wall', 'Azor Ahai reborncome again']",[],"['https://www.anapioficeandfire.com/api/books/1', 'https://www.anapioficeandfire.com/api/books/2', 'https://www.anapioficeandfire.com/api/books/3', 'https://www.anapioficeandfire.com/api/books/5', 'https://www.anapioficeandfire.com/api/books/8']",264 AC,,,https://www.anapioficeandfire.com/api/characters/986,Male,https://www.anapioficeandfire.com/api/characters/230,Stannis Baratheon,['Stephen Dillane'],[],https://www.anapioficeandfire.com/api/characters/1935,"['Master of ships (formerly)', 'Lord of Dragonstone', ""Lord of Storm's End"", 'Lord Paramount of the Stormlands', 'King of Westeros']","['Season 2', 'Season 3', 'Season 4', 'Season 5']",https://www.anapioficeandfire.com/api/characters/1963
['Has no known aliases'],['https://www.anapioficeandfire.com/api/houses/340'],"['https://www.anapioficeandfire.com/api/books/2', 'https://www.anapioficeandfire.com/api/books/3', 'https://www.anapioficeandfire.com/api/books/5', 'https://www.anapioficeandfire.com/api/books/8']",In 289 AC or 290 AC,,,https://www.anapioficeandfire.com/api/characters/1319,Male,https://www.anapioficeandfire.com/api/characters/1676,Stannis Seaworth,[''],[],,['Has no title'],[''],https://www.anapioficeandfire.com/api/characters/1964
['Has no known aliases'],[],['https://www.anapioficeandfire.com/api/books/8'],,Ghiscari,,,Male,,Steeelskin,[''],[],,['Has no title'],[''],https://www.anapioficeandfire.com/api/characters/1965
['Has no known aliases'],[],"['https://www.anapioficeandfire.com/api/books/4', 'https://www.anapioficeandfire.com/api/books/7']",,,,,Male,,Steely Pate,[''],[],,['Has no title'],[''],https://www.anapioficeandfire.com/api/characters/1966
['Has no known aliases'],['https://www.anapioficeandfire.com/api/houses/340'],"['https://www.anapioficeandfire.com/api/books/2', 'https://www.anapioficeandfire.com/api/books/3', 'https://www.anapioficeandfire.com/api/books/5', 'https://www.anapioficeandfire.com/api/books/8']",In 293 AC,,,,Male,,Steffon Seaworth,[''],[],,['Has no title'],[''],https://www.anapioficeandfire.com/api/characters/1967
['Has no known aliases'],[],['https://www.anapioficeandfire.com/api/books/1'],,Free Folk,"In 298 AC, at the Wolfswood",,Male,,Stiv,['Stephen Don'],[],,['Has no title'],['Season 1'],https://www.anapioficeandfire.com/api/characters/1968
['Has no known aliases'],[],['https://www.anapioficeandfire.com/api/books/3'],,Free Folk,"In 299 AC, at Castle Black",,Male,,Stone Thumbs,[''],[],,['Has no title'],[''],https://www.anapioficeandfire.com/api/characters/1969
['Has no known aliases'],[],"['https://www.anapioficeandfire.com/api/books/5', 'https://www.anapioficeandfire.com/api/books/8']",,Ironborn,,,Male,,Stonehand,[''],[],,['Has no title'],[''],https://www.anapioficeandfire.com/api/characters/1970
['Has no known aliases'],['https://www.anapioficeandfire.com/api/houses/169'],"['https://www.anapioficeandfire.com/api/books/2', 'https://www.anapioficeandfire.com/api/books/3']",,,,,Male,,Stygg,[''],[],,['Has no title'],[''],https://www.anapioficeandfire.com/api/characters/1971
['Has no known aliases'],[],"['https://www.anapioficeandfire.com/api/books/3', 'https://www.anapioficeandfire.com/api/books/5', 'https://www.anapioficeandfire.com/api/books/8']",,Free Folk,"In 300 AC, at Castle Black",,Male,,Styr,['Yuri Kolokolnikov'],[],,['Magnar of Thenn'],['Season 4'],https://www.anapioficeandfire.com/api/characters/1972
"['Blind Sybassion, the Eater of Eyes']",[],['https://www.anapioficeandfire.com/api/books/2'],,Qartheen,,,Male,,Sybassion,[''],[],,['Has no title'],[''],https://www.anapioficeandfire.com/api/characters/1973
['Sylas Sourmouth'],['https://www.anapioficeandfire.com/api/houses/169'],['https://www.anapioficeandfire.com/api/books/2'],,,In 294 AC,,Male,,Sylas,[''],[],,['Has no title'],[''],https://www.anapioficeandfire.com/api/characters/1974
['Has no known aliases'],[],['https://www.anapioficeandfire.com/api/books/5'],,Ironborn,,,Male,,Sylas Flatnose,[''],[],,"['Iron King', 'King of the Iron Islands']",[''],https://www.anapioficeandfire.com/api/characters/1975
['Has no known aliases'],[],"['https://www.anapioficeandfire.com/api/books/1', 'https://www.anapioficeandfire.com/api/books/2', 'https://www.anapioficeandfire.com/api/books/3', 'https://www.anapioficeandfire.com/api/books/4', 'https://www.anapioficeandfire.com/api/books/5', 'https://www.anapioficeandfire.com/api/books/8', 'https://www.anapioficeandfire.com/api/books/11']",,,,,Male,,Symeon Star-Eyes,[''],[],,['Has no title'],[''],https://www.anapioficeandfire.com/api/characters/1976
['Symon Silver Tongue'],[],"['https://www.anapioficeandfire.com/api/books/2', 'https://www.anapioficeandfire.com/api/books/3', 'https://www.anapioficeandfire.com/api/books/8']",,,"In 299 AC, at King's Landing",,Male,,Symon,[''],[],,['Has no title'],[''],https://www.anapioficeandfire.com/api/characters/1977
['Has no known aliases'],['https://www.anapioficeandfire.com/api/houses/378'],['https://www.anapioficeandfire.com/api/books/8'],,,,,Male,,Symon Stripeback,[''],[],,['Has no title'],[''],https://www.anapioficeandfire.com/api/characters/1978
['Has no known aliases'],['https://www.anapioficeandfire.com/api/houses/362'],"['https://www.anapioficeandfire.com/api/books/1', 'https://www.anapioficeandfire.com/api/books/2', 'https://www.anapioficeandfire.com/api/books/3', 'https://www.anapioficeandfire.com/api/books/5', 'https://www.anapioficeandfire.com/api/books/8']",At Braavos,Braavosi,"In 298 AC, at King's Landing",,Male,,Syrio Forel,['Miltos Yeromelou'],[],,['First Sword to the Sealord of Braavos\nWater Dancer'],['Season 1'],https://www.anapioficeandfire.com/api/characters/1979
['Has no known aliases'],[],['https://www.anapioficeandfire.com/api/books/5'],,Braavosi,,,Male,,Tagganaro,[''],[],,['Has no title'],[''],https://www.anapioficeandfire.com/api/characters/1980
['Has no known aliases'],['https://www.anapioficeandfire.com/api/houses/378'],['https://www.anapioficeandfire.com/api/books/8'],,Summer Isles,,,Male,,Tal Toraq,[''],[],,['Has no title'],[''],https://www.anapioficeandfire.com/api/characters/1981
['Has no known aliases'],[],['https://www.anapioficeandfire.com/api/books/5'],,Braavosi,,,Female,,Talea,[''],[],,['Has no title'],[''],https://www.anapioficeandfire.com/api/characters/1982
['Tanselle Too-Tall'],[],"['https://www.anapioficeandfire.com/api/books/4', 'https://www.anapioficeandfire.com/api/books/6', 'https://www.anapioficeandfire.com/api/books/7']",,Dornish,,,Female,,Tanselle,[''],[],,['Has no title'],[''],https://www.anapioficeandfire.com/api/characters/1983
['Has no known aliases'],[],"['https://www.anapioficeandfire.com/api/books/3', 'https://www.anapioficeandfire.com/api/books/5']",,,,,Female,,Tansy,[''],[],,['Has no title'],[''],https://www.anapioficeandfire.com/api/characters/1984
['Has no known aliases'],[],['https://www.anapioficeandfire.com/api/books/5'],,,,,Female,,Tansy,[''],[],,['Has no title'],[''],https://www.anapioficeandfire.com/api/characters/1985
['Has no known aliases'],[],['https://www.anapioficeandfire.com/api/books/2'],,,,,Male,,Tarber,[''],[],,['Has no title'],[''],https://www.anapioficeandfire.com/api/characters/1986
['Tarle the Thrice-Drowned'],[],['https://www.anapioficeandfire.com/api/books/5'],,Ironborn,,,Male,,Tarle,[''],[],,['Has no title'],[''],https://www.anapioficeandfire.com/api/characters/1987
['Has no known aliases'],[],['https://www.anapioficeandfire.com/api/books/3'],In Century of Blood,Dothraki,"In Century of Blood, at the gates of Qohor",,Male,,Temmo,[''],[],,['Khal'],[''],https://www.anapioficeandfire.com/api/characters/1988
['Has no known aliases'],"['https://www.anapioficeandfire.com/api/houses/223', 'https://www.anapioficeandfire.com/api/houses/229']",['https://www.anapioficeandfire.com/api/books/11'],,,In 212 AC,,Female,,Teora Kyndall,[''],[],https://www.anapioficeandfire.com/api/characters/1048,['Lady of Casterly Rock'],[''],https://www.anapioficeandfire.com/api/characters/1989
['Has no known aliases'],[],"['https://www.anapioficeandfire.com/api/books/3', 'https://www.anapioficeandfire.com/api/books/5']",,Braavosi,,,Male,,Ternesio Terys,['Gary Oliver'],[],,['Captain'],['Season 4'],https://www.anapioficeandfire.com/api/characters/1990
['Has no known aliases'],[],['https://www.anapioficeandfire.com/api/books/5'],,Braavosi,,,Male,,Terro,[''],[],,['Has no title'],[''],https://www.anapioficeandfire.com/api/characters/1991
['Has no known aliases'],[],['https://www.anapioficeandfire.com/api/books/5'],,,,,Female,,The Nightingale,[''],[],,['Has no title'],[''],https://www.anapioficeandfire.com/api/characters/1992
['Has no known aliases'],[],"['https://www.anapioficeandfire.com/api/books/3', 'https://www.anapioficeandfire.com/api/books/5']",,,,,Female,,The Smiling Knight,[''],[],,['Has no title'],[''],https://www.anapioficeandfire.com/api/characters/1993
['the Tickler'],['https://www.anapioficeandfire.com/api/houses/72'],"['https://www.anapioficeandfire.com/api/books/2', 'https://www.anapioficeandfire.com/api/books/3', 'https://www.anapioficeandfire.com/api/books/5', 'https://www.anapioficeandfire.com/api/books/8']",,,"In 300 AC, at Inn at the Crossroads",,Female,,The Tickler,['Anthony Morris'],[],,['Has no title'],['Season 2'],https://www.anapioficeandfire.com/api/characters/1994
['The Weeping Man'],[],"['https://www.anapioficeandfire.com/api/books/2', 'https://www.anapioficeandfire.com/api/books/3', 'https://www.anapioficeandfire.com/api/books/5', 'https://www.anapioficeandfire.com/api/books/8']",,Free Folk,,,Female,,The Weeper,[''],[],,['Has no title'],[''],https://www.anapioficeandfire.com/api/characters/1996
['Has no known aliases'],['https://www.anapioficeandfire.com/api/houses/143'],['https://www.anapioficeandfire.com/api/books/1'],,,,,Male,,Theo Frey,[''],[],,['Ser'],[''],https://www.anapioficeandfire.com/api/characters/1997
['Has no known aliases'],[],['https://www.anapioficeandfire.com/api/books/5'],,,,,Male,,Theobald,[''],[],,"['Archmaester', 'Seneschal']",[''],https://www.anapioficeandfire.com/api/characters/1998
['Has no known aliases'],['https://www.anapioficeandfire.com/api/houses/255'],"['https://www.anapioficeandfire.com/api/books/5', 'https://www.anapioficeandfire.com/api/books/8']",At Lannisport,,,,Male,,Theomore Lannister,[''],[],,['Maester'],[''],https://www.anapioficeandfire.com/api/characters/1999
['Has no known aliases'],[],['https://www.anapioficeandfire.com/api/books/8'],,Free Folk,"In 300 AC, at Beyond the Wall",,Female,,Thistle,[''],[],,['Has no title'],[''],https://www.anapioficeandfire.com/api/characters/2000
['Has no known aliases'],['https://www.anapioficeandfire.com/api/houses/210'],['https://www.anapioficeandfire.com/api/books/5'],,Ironborn,,,Male,,Thormor Ironmaker,[''],[],,['Has no title'],[''],https://www.anapioficeandfire.com/api/characters/2001
"['The red wizard', 'The Ember']",[],"['https://www.anapioficeandfire.com/api/books/1', 'https://www.anapioficeandfire.com/api/books/2', 'https://www.anapioficeandfire.com/api/books/3', 'https://www.anapioficeandfire.com/api/books/5', 'https://www.anapioficeandfire.com/api/books/8']",,Myrish,,,Male,,Thoros of Myr,['Paul Kaye'],[],,['Has no title'],"['Season 3', 'Season 6']",https://www.anapioficeandfire.com/api/characters/2002
['Has no known aliases'],[],"['https://www.anapioficeandfire.com/api/books/3', 'https://www.anapioficeandfire.com/api/books/5']",,,,,Male,,Three Toes,[''],[],,['Has no title'],[''],https://www.anapioficeandfire.com/api/characters/2003
['Has no known aliases'],['https://www.anapioficeandfire.com/api/houses/178'],['https://www.anapioficeandfire.com/api/books/5'],,Ironborn,,,Female,,Three-Tooth,[''],[],,['Steward of Ten Towers'],[''],https://www.anapioficeandfire.com/api/characters/2004
['Has no known aliases'],[],"['https://www.anapioficeandfire.com/api/books/3', 'https://www.anapioficeandfire.com/api/books/5', 'https://www.anapioficeandfire.com/api/books/8']",,,,,Male,,Tim Stone,[''],[],,['Has no title'],[''],https://www.anapioficeandfire.com/api/characters/2005
['Has no known aliases'],[],"['https://www.anapioficeandfire.com/api/books/3', 'https://www.anapioficeandfire.com/api/books/5', 'https://www.anapioficeandfire.com/api/books/8']",,,,,Male,,Tim Tangletongue,[''],[],,['Has no title'],[''],https://www.anapioficeandfire.com/api/characters/2006
['Timeon of Dorne'],[],"['https://www.anapioficeandfire.com/api/books/3', 'https://www.anapioficeandfire.com/api/books/5']",At Dorne,Dornish,"In 300 AC, at Whispers",,Male,,Timeon,[''],[],,['Has no title'],[''],https://www.anapioficeandfire.com/api/characters/2007
['Has no known aliases'],[],"['https://www.anapioficeandfire.com/api/books/1', 'https://www.anapioficeandfire.com/api/books/2', 'https://www.anapioficeandfire.com/api/books/8']",,Mountain clans,,,Male,,Timett,[''],[],,['Has no title'],[''],https://www.anapioficeandfire.com/api/characters/2008
['Timett One-Eye'],[],"['https://www.anapioficeandfire.com/api/books/1', 'https://www.anapioficeandfire.com/api/books/2', 'https://www.anapioficeandfire.com/api/books/3', 'https://www.anapioficeandfire.com/api/books/8']",In or between 278 AC and 282 AC,Mountain clans,,,Male,,"Timett, son of Timett",['Tobias Winter'],[],,['Red Hand'],"['Season 1', 'Season 2']",https://www.anapioficeandfire.com/api/characters/2009
['Timon the Scrapesword'],[],"['https://www.anapioficeandfire.com/api/books/2', 'https://www.anapioficeandfire.com/api/books/3']",,,,,Male,,Timon,[''],[],,['Ser'],[''],https://www.anapioficeandfire.com/api/characters/2010
['Has no known aliases'],['https://www.anapioficeandfire.com/api/houses/285'],['https://www.anapioficeandfire.com/api/books/5'],,,,,Male,,Timoth,[''],[],,['Has no title'],[''],https://www.anapioficeandfire.com/api/characters/2011
['Has no known aliases'],['https://www.anapioficeandfire.com/api/houses/72'],['https://www.anapioficeandfire.com/api/books/2'],,,,,Male,,Tobbot,[''],[],,['Has no title'],[''],https://www.anapioficeandfire.com/api/characters/2012
['Has no known aliases'],[],"['https://www.anapioficeandfire.com/api/books/1', 'https://www.anapioficeandfire.com/api/books/2', 'https://www.anapioficeandfire.com/api/books/3', 'https://www.anapioficeandfire.com/api/books/5', 'https://www.anapioficeandfire.com/api/books/8']",,Qohor,,,Male,,Tobho Mott,['Andrew Wilde'],[],,['Has no title'],['Season 1'],https://www.anapioficeandfire.com/api/characters/2013
['Toad'],[],"['https://www.anapioficeandfire.com/api/books/1', 'https://www.anapioficeandfire.com/api/books/2', 'https://www.anapioficeandfire.com/api/books/3', 'https://www.anapioficeandfire.com/api/books/8']",,,,,Male,,Todder,[''],[],,['Has no title'],[''],https://www.anapioficeandfire.com/api/characters/2014
['Has no known aliases'],[],['https://www.anapioficeandfire.com/api/books/2'],,,"In 299 AC, at the Stony Shore",,Male,,Todric,[''],[],,['Has no title'],[''],https://www.anapioficeandfire.com/api/characters/2015
['Has no known aliases'],[],"['https://www.anapioficeandfire.com/api/books/3', 'https://www.anapioficeandfire.com/api/books/5']",,Free Folk,,,Male,,Toefinger,[''],[],,['Has no title'],[''],https://www.anapioficeandfire.com/api/characters/2016
['Has no known aliases'],[],"['https://www.anapioficeandfire.com/api/books/3', 'https://www.anapioficeandfire.com/api/books/5']",,Ibbenese,,,Male,,Togg Joth,[''],[],,['Has no title'],[''],https://www.anapioficeandfire.com/api/characters/2017
"[""Tom O'Sevens"", 'Tom Sevenstrings']",[],"['https://www.anapioficeandfire.com/api/books/3', 'https://www.anapioficeandfire.com/api/books/5']",In or between 240 AC and 249 AC,,,,Male,,Tom of Sevenstreams,[''],[],,['Has no title'],[''],https://www.anapioficeandfire.com/api/characters/2018
['Has no known aliases'],['https://www.anapioficeandfire.com/api/houses/362'],['https://www.anapioficeandfire.com/api/books/2'],,Northmen,,,Male,,TomToo,[''],[],,['Has no title'],[''],https://www.anapioficeandfire.com/api/characters/2019
['Fat Tom'],['https://www.anapioficeandfire.com/api/houses/362'],"['https://www.anapioficeandfire.com/api/books/1', 'https://www.anapioficeandfire.com/api/books/2', 'https://www.anapioficeandfire.com/api/books/3', 'https://www.anapioficeandfire.com/api/books/8']",In or between 249 AC and 253 AC,Northmen,"In 298 AC, at King's Landing",,Male,,Tomard,[''],[],,['Has no title'],[''],https://www.anapioficeandfire.com/api/characters/2020
['Black Tom Heddle'],"['https://www.anapioficeandfire.com/api/houses/23', 'https://www.anapioficeandfire.com/api/houses/55', 'https://www.anapioficeandfire.com/api/houses/190']",['https://www.anapioficeandfire.com/api/books/7'],,,"In 211 AC, at Whitewalls",,Male,,Tommard Heddle,[''],[],,['Ser'],[''],https://www.anapioficeandfire.com/api/characters/2021
['Toregg the Tall'],[],"['https://www.anapioficeandfire.com/api/books/3', 'https://www.anapioficeandfire.com/api/books/5', 'https://www.anapioficeandfire.com/api/books/8']",,Free Folk,,,Male,,Toregg,[''],[],,['Has no title'],[''],https://www.anapioficeandfire.com/api/characters/2022
['Has no known aliases'],['https://www.anapioficeandfire.com/api/houses/129'],['https://www.anapioficeandfire.com/api/books/8'],,Northern mountain clans,,,Male,,Torghen Flint,[''],[],,"['The Flint', 'Old Flint Lord Flint']",[''],https://www.anapioficeandfire.com/api/characters/2023
"['Tormund Giantsbane', 'Mead-King of Ruddy Hall', 'Tormund Thunderfist', 'Tormund Horn-Blower', 'Tormund Tall-Talker', 'Breaker of Ice', 'Husband to Bears', 'Speaker to Gods', 'Father of Hosts']",[],"['https://www.anapioficeandfire.com/api/books/3', 'https://www.anapioficeandfire.com/api/books/5', 'https://www.anapioficeandfire.com/api/books/8']",,Free Folk,,,Male,,Tormund,['Kristofer Hivju'],[],,"['Tall-talker', 'Horn-blower and Breaker of Ice', 'Husband to Bears', 'the Mead-king of Ruddy Hall', 'Speaker to Gods and Father of Hosts']","['Season 3', 'Season 4', 'Season 5', 'Season 6']",https://www.anapioficeandfire.com/api/characters/2024
['Has no known aliases'],[],['https://www.anapioficeandfire.com/api/books/1'],,,,,Male,,Torrek,[''],[],,['Has no title'],[''],https://www.anapioficeandfire.com/api/characters/2025
['Torwold Browntooth'],[],"['https://www.anapioficeandfire.com/api/books/5', 'https://www.anapioficeandfire.com/api/books/8']",,Ironborn,,,Male,,Torwold,[''],[],,['Has no title'],[''],https://www.anapioficeandfire.com/api/characters/2026
['Torwynd the Tame'],[],"['https://www.anapioficeandfire.com/api/books/3', 'https://www.anapioficeandfire.com/api/books/5', 'https://www.anapioficeandfire.com/api/books/8']",,Free Folk,In 300 AC,,Male,,Torwynd,[''],[],,['Has no title'],[''],https://www.anapioficeandfire.com/api/characters/2027
['Has no known aliases'],[],['https://www.anapioficeandfire.com/api/books/2'],,,"In 299 AC, at Harrenhal",,Male,,Tothmure,[''],[],,['Maester'],[''],https://www.anapioficeandfire.com/api/characters/2028
['Has no known aliases'],['https://www.anapioficeandfire.com/api/houses/229'],['https://www.anapioficeandfire.com/api/books/1'],,,"In 298 AC, at King's Landing",,Male,,Tregar,[''],[],,['Has no title'],[''],https://www.anapioficeandfire.com/api/characters/2029
['Has no known aliases'],[],"['https://www.anapioficeandfire.com/api/books/2', 'https://www.anapioficeandfire.com/api/books/5']",,Lysene,,,Male,,Tregar Ormollen,[''],[],,['Has no title'],[''],https://www.anapioficeandfire.com/api/characters/2030
['Has no known aliases'],[],['https://www.anapioficeandfire.com/api/books/3'],,,,,Male,,Tristimun,[''],[],,['Ser'],[''],https://www.anapioficeandfire.com/api/characters/2031
['Triston of Tally Hill'],['https://www.anapioficeandfire.com/api/houses/372'],"['https://www.anapioficeandfire.com/api/books/3', 'https://www.anapioficeandfire.com/api/books/5', 'https://www.anapioficeandfire.com/api/books/8']",,,,,Male,,Triston,[''],[],,['Ser'],[''],https://www.anapioficeandfire.com/api/characters/2032
['Has no known aliases'],['https://www.anapioficeandfire.com/api/houses/122'],"['https://www.anapioficeandfire.com/api/books/5', 'https://www.anapioficeandfire.com/api/books/8']",,Ironborn,,,Male,,Triston Farwynd,[''],[],,['Lord of Sealskin Point'],[''],https://www.anapioficeandfire.com/api/characters/2033
['Has no known aliases'],[],['https://www.anapioficeandfire.com/api/books/2'],,,,,Male,,Tuffleberry,[''],[],,['Has no title'],[''],https://www.anapioficeandfire.com/api/characters/2034
['Has no known aliases'],[],['https://www.anapioficeandfire.com/api/books/3'],,,,,Male,,Tumberjon,[''],[],,['Has no title'],[''],https://www.anapioficeandfire.com/api/characters/2035
['Tum'],[],['https://www.anapioficeandfire.com/api/books/8'],At Basilisk Isles,Ghiscari,,,Male,,Tumco Lho,[''],[],,['Ser'],[''],https://www.anapioficeandfire.com/api/characters/2036
['Has no known aliases'],['https://www.anapioficeandfire.com/api/houses/362'],"['https://www.anapioficeandfire.com/api/books/2', 'https://www.anapioficeandfire.com/api/books/5']",,Northmen,,,Female,,Turnip,[''],[],,['Has no title'],[''],https://www.anapioficeandfire.com/api/characters/2037
['Has no known aliases'],[],['https://www.anapioficeandfire.com/api/books/3'],,,,,Male,,Turquin,[''],[],,['Maester'],[''],https://www.anapioficeandfire.com/api/characters/2038
['Inkpots'],[],['https://www.anapioficeandfire.com/api/books/8'],,,,,Male,,Tybero Istarion,[''],[],,['Has no title'],[''],https://www.anapioficeandfire.com/api/characters/2039
['The Braavosi'],[],['https://www.anapioficeandfire.com/api/books/8'],,Braavosi,,,Male,,Tycho Nestoris,['Mark Gatiss'],[],,['Has no title'],"['Season 4', 'Season 5']",https://www.anapioficeandfire.com/api/characters/2040
['Has no known aliases'],['https://www.anapioficeandfire.com/api/houses/285'],"['https://www.anapioficeandfire.com/api/books/3', 'https://www.anapioficeandfire.com/api/books/5', 'https://www.anapioficeandfire.com/api/books/8']",In 276 AC or 277 AC,Dornish,,,Female,,Tyene Sand,['Rosabell Laurenti Sellers'],[],,['Has no title'],"['Season 5', 'Season 6']",https://www.anapioficeandfire.com/api/characters/2041
['Has no known aliases'],['https://www.anapioficeandfire.com/api/houses/169'],['https://www.anapioficeandfire.com/api/books/2'],,,,,Male,,Tymor,[''],[],,['Has no title'],[''],https://www.anapioficeandfire.com/api/characters/2042
['Has no known aliases'],['https://www.anapioficeandfire.com/api/houses/364'],"['https://www.anapioficeandfire.com/api/books/5', 'https://www.anapioficeandfire.com/api/books/8']","In 300 AC, at Stokeworth",,,,Male,,Tyrion Tanner,[''],[],,['Has no title'],[''],https://www.anapioficeandfire.com/api/characters/2043
['Lady Tysha of House Silverfist'],[],"['https://www.anapioficeandfire.com/api/books/1', 'https://www.anapioficeandfire.com/api/books/2', 'https://www.anapioficeandfire.com/api/books/3', 'https://www.anapioficeandfire.com/api/books/8']",In 271 AC or 272 AC,,,,Female,,Tysha,[''],[],https://www.anapioficeandfire.com/api/characters/1052,['Has no title'],[''],https://www.anapioficeandfire.com/api/characters/2044
